array_index,case_id,study_family,group_dir,physical_case,mesh_name,Nx,Ny,velocity_m_per_s,stiffness_class,A,beta,Ta_K,threads,core_label,solver,cells,level0_Nx,level0_Ny,level1_Nx,level1_Ny,level2_Nx,level2_Ny,mg_pre_sweeps,mg_post_sweeps,mg_coarse_sweeps,mg_omega,final_time_s,time_steps,vFuel_m_per_s,vOx_m_per_s,HfF_J_per_kg,rho_kg_per_m3,mu_Pa_s,cp_J_per_kgK,Pr,Sc,compute_time_s,pressure_time_s,pressure_fraction_pct,output_time_s,total_wall_s,pressure_solves,total_vcycles,avg_vcycles_per_pressure_solve,max_vcycles_per_pressure_solve,mean_pressure_convergence_factor,final_pressure_cycles,final_pressure_rhs_norm,final_pressure_initial_residual,final_pressure_abs_residual,final_pressure_rel_residual,final_pressure_convergence_factor,restrictions,prolongations,fine_pre_sweeps,fine_post_sweeps,level1_pre_sweeps,level1_post_sweeps,coarse_sweeps,equivalent_fine_grid_smoothing_sweeps,equivalent_fine_grid_smoothing_sweeps_per_pressure_solve,mass_residual_max,mass_residual_l2,mass_residual_integral,Tmin_K,Tmax_K,pmin_Pa,pmax_Pa,umin_m_per_s,umax_m_per_s,vmin_m_per_s,vmax_m_per_s,YFmax,YOmax,YPmax,YN2max,run_complete,run_failed,node,job_id,launcher_wall_seconds
24,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,1,C1,MG3V_3LEVEL,62208,432,144,144,48,48,16,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3492.3582520540062,74.310507688000897,2.1278031153961852,0.60218518999999993,3492.9877278620002,48573,27525,0.56667284293743436,37,0.48606442977247039,6,9624692.3999577668,3329231.4465469923,513.96479968912899,5.3400646829127163e-05,0.23161404855748999,55050,55050,82575,82575,82575,82575,1101000,197092.59259259258,4.0576573938729865,0.011653256626942721,0.0003608857078064696,4.4223124718155238e-10,293.07747202129667,1085.0895814556754,99999.988584195336,100000.00884595078,-0.027468036493616635,0.02746803591283346,-0.10292714748139085,0.10292715311320759,0.9998480514100716,0.20996123077255643,0.38638557909099175,0.99892773242588695,1,0,orfoz193,6313467,3493.072365312
25,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,2,C2,MG3V_3LEVEL,62208,432,144,144,48,48,16,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1805.1268872880069,44.538195069999546,2.4673165849805163,0.604208093,1805.7474459150001,48573,27525,0.56667284293743436,37,0.48606442977247039,6,9624692.3999577668,3329231.4465469923,513.96479968912899,5.3400646829127163e-05,0.23161404855748999,55050,55050,82575,82575,82575,82575,1101000,197092.59259259258,4.0576573938729865,0.011653256626942721,0.00036088570780647036,4.4223124718155331e-10,293.07747202129667,1085.0895814556754,99999.988584195336,100000.00884595078,-0.027468036493616635,0.02746803591283346,-0.10292714748139085,0.10292715311320759,0.9998480514100716,0.20996123077255643,0.38638557909099175,0.99892773242588695,1,0,orfoz193,6313498,1805.842813184
26,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,4,C4,MG3V_3LEVEL,62208,432,144,144,48,48,16,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,948.21916762300111,28.670723111000044,3.0236388474272151,0.58865197899999999,948.82369504300004,48573,27525,0.56667284293743436,37,0.48606442977247039,6,9624692.3999577668,3329231.4465469923,513.96479968912899,5.3400646829127163e-05,0.23161404855748999,55050,55050,82575,82575,82575,82575,1101000,197092.59259259258,4.0576573938729865,0.011653256626942721,0.00036088570780646971,4.4223124718155284e-10,293.07747202129667,1085.0895814556754,99999.988584195336,100000.00884595078,-0.027468036493616635,0.02746803591283346,-0.10292714748139085,0.10292715311320759,0.9998480514100716,0.20996123077255643,0.38638557909099175,0.99892773242588695,1,0,orfoz207,6313517,949.047885824
27,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,16,C16,MG3V_3LEVEL,62208,432,144,144,48,48,16,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,307.51175785399562,23.752450819999858,7.7240789053917576,0.59165462600000007,308.11631706100002,48573,27525,0.56667284293743436,37,0.48606442977247039,6,9624692.3999577668,3329231.4465469923,513.96479968912899,5.3400646829127163e-05,0.23161404855748999,55050,55050,82575,82575,82575,82575,1101000,197092.59259259258,4.0576573938729865,0.011653256626942721,0.00036088570780646966,4.4223124718155326e-10,293.07747202129667,1085.0895814556754,99999.988584195336,100000.00884595078,-0.027468036493616635,0.02746803591283346,-0.10292714748139085,0.10292715311320759,0.9998480514100716,0.20996123077255643,0.38638557909099175,0.99892773242588695,1,0,orfoz207,6313526,308.206288896
28,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,1,C1,MG3V_3LEVEL,248832,864,288,288,96,96,32,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,53444.982702048925,1128.8298614360626,2.1121343938479495,2.3362389769999998,53447.639382503003,194042,108090,0.55704435122293117,127,0.50276373538951025,4,56309129.743845604,7278867.6422831044,3461.14481985569,6.1466849791511503e-05,0.14766888213013543,216180,216180,324270,324270,324270,324270,4323600,773977.77777777775,3.9887126383864202,0.029088788501553609,0.00049637282910202252,1.1591255025336252e-10,293.04121325145519,1082.8018662085783,99999.980350106882,100000.01548093493,-0.027337294761079371,0.027337299058738985,-0.1016933138944414,0.10169332847553075,0.99991840900540396,0.20997910706670633,0.38529019555093152,0.99945494032007642,1,0,orfoz207,6313529,53447.796532992
29,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,2,C2,MG3V_3LEVEL,248832,864,288,288,96,96,32,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,27066.404207160842,597.77562649101606,2.2085520555880311,2.3396022859999999,27068.921402250999,194042,108090,0.55704435122293117,127,0.50276373538951025,4,56309129.743845604,7278867.6422831044,3461.14481985569,6.1466849791511503e-05,0.14766888213013543,216180,216180,324270,324270,324270,324270,4323600,773977.77777777775,3.9887126383864202,0.029088788501553609,0.00049637282910202306,1.1591255025336457e-10,293.04121325145519,1082.8018662085783,99999.980350106882,100000.01548093493,-0.027337294761079371,0.027337299058738985,-0.1016933138944414,0.10169332847553075,0.99991840900540396,0.20997910706670633,0.38529019555093152,0.99945494032007642,1,0,orfoz187,6313557,27069.284880896
30,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,4,C4,MG3V_3LEVEL,248832,864,288,288,96,96,32,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,13861.075171026538,336.23133376399744,2.4257233267648206,2.333458153,13863.508934171999,194042,108090,0.55704435122293117,127,0.50276373538951025,4,56309129.743845604,7278867.6422831044,3461.14481985569,6.1466849791511503e-05,0.14766888213013543,216180,216180,324270,324270,324270,324270,4323600,773977.77777777775,3.9887126383864202,0.029088788501553609,0.00049637282910202274,1.1591255025336465e-10,293.04121325145519,1082.8018662085783,99999.980350106882,100000.01548093493,-0.027337294761079371,0.027337299058738985,-0.1016933138944414,0.10169332847553075,0.99991840900540396,0.20997910706670633,0.38529019555093152,0.99945494032007642,1,0,orfoz234,6315059,13863.728972544
31,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,16,C16,MG3V_3LEVEL,248832,864,288,288,96,96,32,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3961.478608221857,159.02335148799455,4.0142423376450722,2.3476970670000004,3963.879478802,194042,108090,0.55704435122293117,127,0.50276373538951025,4,56309129.743845604,7278867.6422831044,3461.14481985569,6.1466849791511503e-05,0.14766888213013543,216180,216180,324270,324270,324270,324270,4323600,773977.77777777775,3.9887126383864202,0.029088788501553609,0.00049637282910202274,1.1591255025336483e-10,293.04121325145519,1082.8018662085783,99999.980350106882,100000.01548093493,-0.027337294761079371,0.027337299058738985,-0.1016933138944414,0.10169332847553075,0.99991840900540396,0.20997910706670633,0.38529019555093152,0.99945494032007642,1,0,orfoz187,6315581,3964.128164096
32,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,1,C1,MG3V_3LEVEL,3888,108,36,36,12,12,4,3,3,40,1,2,24439,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,103.59461166199975,3.197106361999996,3.0861705166975866,0.077625857000000006,103.675417043,24439,16377,0.67011743524694134,16,0.33438541609417166,5,1203389.8171635435,313207.92739303573,116.89223650598433,9.7135803244127337e-05,0.20624839826699504,32754,32754,49131,49131,49131,49131,655080,117267.4074074074,4.7983717585583454,0.0065005677449221366,0.00050207759744263255,1.1307510511003758e-11,293.03234040059647,1059.1667986790731,99999.98308050404,100000.01802690457,-0.07709447588272246,0.077094483135206671,-0.18532772207692547,0.18532993347238677,0.99985627055578774,0.20996758280085659,0.38125433695791927,0.99781776754114271,1,0,orfoz175,6315672,103.849240320
33,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,2,C2,MG3V_3LEVEL,3888,108,36,36,12,12,4,3,3,40,1,2,24439,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,58.063206980999816,3.3836043179999651,5.8274499359072456,0.078155685000000003,58.143398763,24439,16377,0.67011743524694134,16,0.33438541609417166,5,1203389.8171635435,313207.92739303573,116.89223650598433,9.7135803244127337e-05,0.20624839826699504,32754,32754,49131,49131,49131,49131,655080,117267.4074074074,4.7983717585583454,0.0065005677449221366,0.00050207759744263266,1.1307510511003892e-11,293.03234040059647,1059.1667986790731,99999.98308050404,100000.01802690457,-0.07709447588272246,0.077094483135206671,-0.18532772207692547,0.18532993347238677,0.99985627055578774,0.20996758280085659,0.38125433695791927,0.99781776754114271,1,0,orfoz175,6315674,58.217750528
34,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,4,C4,MG3V_3LEVEL,3888,108,36,36,12,12,4,3,3,40,1,2,24439,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,36.228964934000139,4.113720441999992,11.354783250071133,0.077823139,36.308611038000002,24439,16377,0.67011743524694134,16,0.33438541609417166,5,1203389.8171635435,313207.92739303573,116.89223650598433,9.7135803244127337e-05,0.20624839826699504,32754,32754,49131,49131,49131,49131,655080,117267.4074074074,4.7983717585583454,0.0065005677449221366,0.00050207759744263234,1.1307510511003961e-11,293.03234040059647,1059.1667986790731,99999.98308050404,100000.01802690457,-0.07709447588272246,0.077094483135206671,-0.18532772207692547,0.18532993347238677,0.99985627055578774,0.20996758280085659,0.38125433695791927,0.99781776754114271,1,0,orfoz175,6315675,36.381339136
35,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,16,C16,MG3V_3LEVEL,3888,108,36,36,12,12,4,3,3,40,1,2,24439,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,29.42558780699995,7.4874134290000161,25.445246763155101,0.077535103000000008,29.507539851000001,24439,16377,0.67011743524694134,16,0.33438541609417166,5,1203389.8171635435,313207.92739303573,116.89223650598433,9.7135803244127337e-05,0.20624839826699504,32754,32754,49131,49131,49131,49131,655080,117267.4074074074,4.7983717585583454,0.0065005677449221366,0.00050207759744263245,1.1307510511003809e-11,293.03234040059647,1059.1667986790731,99999.98308050404,100000.01802690457,-0.07709447588272246,0.077094483135206671,-0.18532772207692547,0.18532993347238677,0.99985627055578774,0.20996758280085659,0.38125433695791927,0.99781776754114271,1,0,orfoz175,6315678,29.600039936
36,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,1,C1,MG3V_3LEVEL,15552,216,72,72,24,24,8,3,3,40,1,2,46331,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,719.56578641099475,18.570943072000066,2.5808540959996242,0.20773804900000001,719.78160487499997,46331,26981,0.58235306814012211,17,0.44788189749055529,6,6346810.4843330532,2260768.3155774809,624.5875658103032,9.8409676380298788e-05,0.255205215752484,53962,53962,80943,80943,80943,80943,1079240,193197.2839506173,4.1699355496453192,0.01526594773138612,0.00068789121139244678,1.0017294267538295e-09,293.01662715932395,1029.5049578715498,99999.977459126239,100000.02004091187,-0.088963523333634068,0.088963556892164924,-0.20859660262414731,0.20859657695971859,0.9999437097739553,0.20998699533733267,0.36832855197713171,0.99897877285716741,1,0,orfoz175,6315682,719.879878656
37,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,2,C2,MG3V_3LEVEL,15552,216,72,72,24,24,8,3,3,40,1,2,46331,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,383.22702411800088,13.779904626000038,3.5957549334404497,0.21021604500000002,383.44331324000001,46331,26981,0.58235306814012211,17,0.44788189749055529,6,6346810.4843330532,2260768.3155774809,624.5875658103032,9.8409676380298788e-05,0.255205215752484,53962,53962,80943,80943,80943,80943,1079240,193197.2839506173,4.1699355496453192,0.01526594773138612,0.00068789121139244559,1.0017294267538312e-09,293.01662715932395,1029.5049578715498,99999.977459126239,100000.02004091187,-0.088963523333634068,0.088963556892164924,-0.20859660262414731,0.20859657695971859,0.9999437097739553,0.20998699533733267,0.36832855197713171,0.99897877285716741,1,0,orfoz175,6315692,383.534766848
38,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,4,C4,MG3V_3LEVEL,15552,216,72,72,24,24,8,3,3,40,1,2,46331,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,211.37993988200142,12.170995856000118,5.757876486668664,0.54162047399999991,211.92818265299999,46331,26981,0.58235306814012211,17,0.44788189749055529,6,6346810.4843330532,2260768.3155774809,624.5875658103032,9.8409676380298788e-05,0.255205215752484,53962,53962,80943,80943,80943,80943,1079240,193197.2839506173,4.1699355496453192,0.01526594773138612,0.00068789121139244624,1.0017294267538299e-09,293.01662715932395,1029.5049578715498,99999.977459126239,100000.02004091187,-0.088963523333634068,0.088963556892164924,-0.20859660262414731,0.20859657695971859,0.9999437097739553,0.20998699533733267,0.36832855197713171,0.99897877285716741,1,0,orfoz184,6315694,212.759176448
39,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,16,C16,MG3V_3LEVEL,15552,216,72,72,24,24,8,3,3,40,1,2,46331,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,96.73010495300079,16.137053747999961,16.682555814284115,0.20913652300000002,96.947753933000001,46331,26981,0.58235306814012211,17,0.44788189749055529,6,6346810.4843330532,2260768.3155774809,624.5875658103032,9.8409676380298788e-05,0.255205215752484,53962,53962,80943,80943,80943,80943,1079240,193197.2839506173,4.1699355496453192,0.01526594773138612,0.00068789121139244645,1.0017294267538301e-09,293.01662715932395,1029.5049578715498,99999.977459126239,100000.02004091187,-0.088963523333634068,0.088963556892164924,-0.20859660262414731,0.20859657695971859,0.9999437097739553,0.20998699533733267,0.36832855197713171,0.99897877285716741,1,0,orfoz201,6315703,97.144284672
40,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,1,C1,MG3V_3LEVEL,62208,432,144,144,48,48,16,3,3,40,1,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,6231.236978269978,135.2040128660025,2.1697780607204598,0.66484934800000017,6231.943761734,88150,50317,0.57081111741349977,37,0.47224665338233074,8,106452277.2715442,87182356.015684828,6196.6308608464897,5.8210411460149318e-05,0.30301622125277161,100634,100634,150951,150951,150951,150951,2012680,360294.56790123461,4.087289482713949,0.018450157535174094,0.00055985935274705878,9.8921594485416083e-09,293.00759797220292,1031.032207994253,99999.90911438271,100000.07083645255,-0.091715195017593093,0.091715199937843481,-0.20823995903136885,0.20823995825209018,0.99998153900849285,0.20999565932281145,0.37187391033619388,0.99943947387187182,1,0,orfoz175,6315705,6232.086338816
41,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,2,C2,MG3V_3LEVEL,62208,432,144,144,48,48,16,3,3,40,1,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3226.5995470050152,80.782968893001197,2.5036564877716336,0.67945731799999987,3227.3062614219998,88150,50317,0.57081111741349977,37,0.47224665338233074,8,106452277.2715442,87182356.015684828,6196.6308608464897,5.8210411460149318e-05,0.30301622125277161,100634,100634,150951,150951,150951,150951,2012680,360294.56790123461,4.087289482713949,0.018450157535174094,0.00055985935274705998,9.8921594485416199e-09,293.00759797220292,1031.032207994253,99999.90911438271,100000.07083645255,-0.091715195017593093,0.091715199937843481,-0.20823995903136885,0.20823995825209018,0.99998153900849285,0.20999565932281145,0.37187391033619388,0.99943947387187182,1,0,orfoz201,6315706,3227.442388224
42,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,4,C4,MG3V_3LEVEL,62208,432,144,144,48,48,16,3,3,40,1,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1691.6019827160255,52.880179773000179,3.1260414869043895,0.65517853199999998,1692.278160993,88150,50317,0.57081111741349977,37,0.47224665338233074,8,106452277.2715442,87182356.015684828,6196.6308608464897,5.8210411460149318e-05,0.30301622125277161,100634,100634,150951,150951,150951,150951,2012680,360294.56790123461,4.087289482713949,0.018450157535174094,0.00055985935274706009,9.8921594485416398e-09,293.00759797220292,1031.032207994253,99999.90911438271,100000.07083645255,-0.091715195017593093,0.091715199937843481,-0.20823995903136885,0.20823995825209018,0.99998153900849285,0.20999565932281145,0.37187391033619388,0.99943947387187182,1,0,orfoz172,6315912,1692.508280832
43,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,16,C16,MG3V_3LEVEL,62208,432,144,144,48,48,16,3,3,40,1,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,550.72400028600373,43.372442169999843,7.8755315089728297,0.65484269899999992,551.39920479299997,88150,50317,0.57081111741349977,37,0.47224665338233074,8,106452277.2715442,87182356.015684828,6196.6308608464897,5.8210411460149318e-05,0.30301622125277161,100634,100634,150951,150951,150951,150951,2012680,360294.56790123461,4.087289482713949,0.018450157535174094,0.0005598593527470616,9.8921594485416398e-09,293.00759797220292,1031.032207994253,99999.90911438271,100000.07083645255,-0.091715195017593093,0.091715199937843481,-0.20823995903136885,0.20823995825209018,0.99998153900849285,0.20999565932281145,0.37187391033619388,0.99943947387187182,1,0,orfoz172,6316129,551.547900928
44,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,1,C1,MG3V_3LEVEL,248832,864,288,288,96,96,32,3,3,40,1,2,194178,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,54060.533231593436,1136.1891999620125,2.1016981003398869,2.9122820530000002,54063.772135231004,194178,108823,0.56042909083418302,127,0.48979468264627257,3,106034028.59752971,5352048.8162797093,6808.9563505500555,6.4214822737657305e-05,0.10835613227906531,217646,217646,326469,326469,326469,326469,4352920,779226.4197530864,4.0129490454793357,0.064853838482804349,0.0015315554452577096,1.3634084164862968e-09,293.00468304671728,1036.7059431296839,99999.957985552057,100000.03130513823,-0.089883089895875054,0.0898831176208508,-0.20591093724930917,0.20591092995948268,0.999990080253222,0.20999765220943009,0.37465168384571146,0.99968918140859808,1,0,orfoz172,6316179,54063.901070592
45,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,2,C2,MG3V_3LEVEL,248832,864,288,288,96,96,32,3,3,40,1,2,194178,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,27298.553215542383,604.43118166400825,2.21415097309947,2.3546435520000002,27301.078315868999,194178,108823,0.56042909083418302,127,0.48979468264627257,3,106034028.59752971,5352048.8162797093,6808.9563505500555,6.4214822737657305e-05,0.10835613227906531,217646,217646,326469,326469,326469,326469,4352920,779226.4197530864,4.0129490454793357,0.064853838482804349,0.0015315554452577066,1.3634084164862732e-09,293.00468304671728,1036.7059431296839,99999.957985552057,100000.03130513823,-0.089883089895875054,0.0898831176208508,-0.20591093724930917,0.20591092995948268,0.999990080253222,0.20999765220943009,0.37465168384571146,0.99968918140859808,1,0,orfoz175,6316200,27301.293569280
46,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,4,C4,MG3V_3LEVEL,248832,864,288,288,96,96,32,3,3,40,1,2,194178,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,13974.877167387895,336.86447180899768,2.4105004128058645,2.328758638,13977.303639741,194178,108823,0.56042909083418302,127,0.48979468264627257,3,106034028.59752971,5352048.8162797093,6808.9563505500555,6.4214822737657305e-05,0.10835613227906531,217646,217646,326469,326469,326469,326469,4352920,779226.4197530864,4.0129490454793357,0.064853838482804349,0.0015315554452577059,1.3634084164862848e-09,293.00468304671728,1036.7059431296839,99999.957985552057,100000.03130513823,-0.089883089895875054,0.0898831176208508,-0.20591093724930917,0.20591092995948268,0.999990080253222,0.20999765220943009,0.37465168384571146,0.99968918140859808,1,0,orfoz207,6316926,13977.508809216
47,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,16,C16,MG3V_3LEVEL,248832,864,288,288,96,96,32,3,3,40,1,2,194178,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3990.6570115710319,156.95156526699799,3.9329755679807143,2.3409221159999998,3993.0741800010001,194178,108823,0.56042909083418302,127,0.48979468264627257,3,106034028.59752971,5352048.8162797093,6808.9563505500555,6.4214822737657305e-05,0.10835613227906531,217646,217646,326469,326469,326469,326469,4352920,779226.4197530864,4.0129490454793357,0.064853838482804349,0.0015315554452577096,1.3634084164862806e-09,293.00468304671728,1036.7059431296839,99999.957985552057,100000.03130513823,-0.089883089895875054,0.0898831176208508,-0.20591093724930917,0.20591092995948268,0.999990080253222,0.20999765220943009,0.37465168384571146,0.99968918140859808,1,0,orfoz175,6317546,3993.321520384
48,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M1_108x36__C1,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M1_108x36,108,36,0.1,low,10000000,5,1000,1,C1,MG3V_3LEVEL,3888,108,36,36,12,12,4,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,83.047351261999935,2.609256351000008,3.1418899114172332,0.068841738000000013,83.118483659000006,20033,13387,0.66824739180352422,16,0.36720903189443882,4,377879.54677589808,28944.902000507456,20.943906173750293,5.5424820825698464e-05,0.16401040461848665,26774,26774,40161,40161,40161,40161,535480,95857.530864197528,4.7849813240252344,0.001888247690843059,0.00012609231914629976,2.5424464933785714e-12,293.37417509859904,1073.7642503186353,99999.995267115388,100000.00505348136,-0.031704859979090595,0.031704840310488355,-0.091589200243459082,0.091589331764431695,0.99909751942016545,0.20977342341249003,0.3815741510064396,0.99590625874310956,1,0,orfoz207,6317547,83.277699840
49,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M1_108x36__C2,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M1_108x36,108,36,0.1,low,10000000,5,1000,2,C2,MG3V_3LEVEL,3888,108,36,36,12,12,4,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,47.156414773000144,2.8468129679999969,6.0369580293664882,0.069061028999999996,47.227396802000001,20033,13387,0.66824739180352422,16,0.36720903189443882,4,377879.54677589808,28944.902000507456,20.943906173750293,5.5424820825698464e-05,0.16401040461848665,26774,26774,40161,40161,40161,40161,535480,95857.530864197528,4.7849813240252344,0.001888247690843059,0.00012609231914629951,2.5424464933785762e-12,293.37417509859904,1073.7642503186353,99999.995267115388,100000.00505348136,-0.031704859979090595,0.031704840310488355,-0.091589200243459082,0.091589331764431695,0.99909751942016545,0.20977342341249003,0.3815741510064396,0.99590625874310956,1,0,orfoz207,6317548,47.291847424
