array_index,case_id,study_family,group_dir,physical_case,mesh_name,Nx,Ny,velocity_m_per_s,stiffness_class,A,beta,Ta_K,threads,core_label,solver,cells,level0_Nx,level0_Ny,level1_Nx,level1_Ny,level2_Nx,level2_Ny,mg_pre_sweeps,mg_post_sweeps,mg_coarse_sweeps,mg_omega,final_time_s,time_steps,vFuel_m_per_s,vOx_m_per_s,HfF_J_per_kg,rho_kg_per_m3,mu_Pa_s,cp_J_per_kgK,Pr,Sc,compute_time_s,pressure_time_s,pressure_fraction_pct,output_time_s,total_wall_s,pressure_solves,total_vcycles,avg_vcycles_per_pressure_solve,max_vcycles_per_pressure_solve,mean_pressure_convergence_factor,final_pressure_cycles,final_pressure_rhs_norm,final_pressure_initial_residual,final_pressure_abs_residual,final_pressure_rel_residual,final_pressure_convergence_factor,restrictions,prolongations,fine_pre_sweeps,fine_post_sweeps,level1_pre_sweeps,level1_post_sweeps,coarse_sweeps,equivalent_fine_grid_smoothing_sweeps,equivalent_fine_grid_smoothing_sweeps_per_pressure_solve,mass_residual_max,mass_residual_l2,mass_residual_integral,Tmin_K,Tmax_K,pmin_Pa,pmax_Pa,umin_m_per_s,umax_m_per_s,vmin_m_per_s,vmax_m_per_s,YFmax,YOmax,YPmax,YN2max,run_complete,run_failed,node,job_id,launcher_wall_seconds
10,FLOW_INTENSITY__BC1_LOW_v005__M3_432x144__C4,FLOW_INTENSITY,FLOW,BC1_LOW_v005,M3_432x144,432,144,0.05,nominal_chemistry,10000000,5,1000,4,C4,MG3V_3LEVEL,62208,432,144,144,48,48,16,3,3,40,1,2,48534,0.050000000000000003,-0.050000000000000003,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,937.16435520699986,29.306954442000059,3.1271947422207251,0.59826217500000001,937.77199929300002,48534,28207,0.58118020356863231,37,0.49388196159296666,6,7612036.7324017314,4546071.8437298564,499.89971007843269,6.5672267180548076e-05,0.21888084921059583,56414,56414,84621,84621,84621,84621,1128280,201976.04938271604,4.1615372601210705,0.0063161107601743538,0.00017160985463942808,2.182865337679966e-11,293.38937640935092,930.71377515190215,99999.992572437783,100000.00638556932,-0.014314442844751401,0.014314441565139037,-0.050819759544393661,0.050819765936572427,0.99925028804681215,0.20980106872165405,0.32406895867444563,0.83351745545231215,1,0,orfoz350,6312917,937.867319296
11,FLOW_INTENSITY__BC1_LOW_v005__M3_432x144__C16,FLOW_INTENSITY,FLOW,BC1_LOW_v005,M3_432x144,432,144,0.05,nominal_chemistry,10000000,5,1000,16,C16,MG3V_3LEVEL,62208,432,144,144,48,48,16,3,3,40,1,2,48534,0.050000000000000003,-0.050000000000000003,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,304.65123045800516,23.809277657999903,7.8152573427015621,0.58929480500000009,305.25262894299999,48534,28207,0.58118020356863231,37,0.49388196159296666,6,7612036.7324017314,4546071.8437298564,499.89971007843269,6.5672267180548076e-05,0.21888084921059583,56414,56414,84621,84621,84621,84621,1128280,201976.04938271604,4.1615372601210705,0.0063161107601743538,0.00017160985463942792,2.1828653376799709e-11,293.38937640935092,930.71377515190215,99999.992572437783,100000.00638556932,-0.014314442844751401,0.014314441565139037,-0.050819759544393661,0.050819765936572427,0.99925028804681215,0.20980106872165405,0.32406895867444563,0.83351745545231215,1,0,orfoz350,6312940,305.329037824
12,FLOW_INTENSITY__BC1_LOW_v005__M4_864x288__C1,FLOW_INTENSITY,FLOW,BC1_LOW_v005,M4_864x288,864,288,0.05,nominal_chemistry,10000000,5,1000,1,C1,MG3V_3LEVEL,248832,864,288,288,96,96,32,3,3,40,1,2,194042,0.050000000000000003,-0.050000000000000003,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,52824.435899092539,1134.0087067090558,2.1467502442908941,2.3493818009999998,52827.103938572996,194042,108769,0.56054359365498196,127,0.50662555453375835,5,37325517.710410744,13147241.71520409,2326.4447234198451,6.2328531956864426e-05,0.17765262053252351,217538,217538,326307,326307,326307,326307,4350760,778839.75308641966,4.0137689422208576,0.013153313810335021,0.0001926473121852698,1.1270936715267792e-12,293.19818788999356,922.48097927629487,99999.989922276844,100000.00857461368,-0.014290428781519923,0.014290430518921942,-0.050444453942612738,0.050444454881498776,0.99960235426148591,0.20989511244223533,0.32072238160417016,0.83645886324135132,1,0,orfoz350,6312946,52827.266918912
13,FLOW_INTENSITY__BC1_LOW_v005__M4_864x288__C2,FLOW_INTENSITY,FLOW,BC1_LOW_v005,M4_864x288,864,288,0.05,nominal_chemistry,10000000,5,1000,2,C2,MG3V_3LEVEL,248832,864,288,288,96,96,32,3,3,40,1,2,194042,0.050000000000000003,-0.050000000000000003,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,26751.694730499072,606.7957618959997,2.2682516678250071,2.3409237210000002,26754.220488543,194042,108769,0.56054359365498196,127,0.50662555453375835,5,37325517.710410744,13147241.71520409,2326.4447234198451,6.2328531956864426e-05,0.17765262053252351,217538,217538,326307,326307,326307,326307,4350760,778839.75308641966,4.0137689422208576,0.013153313810335021,0.00019264731218526793,1.1270936715267687e-12,293.19818788999356,922.48097927629487,99999.989922276844,100000.00857461368,-0.014290428781519923,0.014290430518921942,-0.050444453942612738,0.050444454881498776,0.99960235426148591,0.20989511244223533,0.32072238160417016,0.83645886324135132,1,0,orfoz187,6313304,26754.455539712
14,FLOW_INTENSITY__BC1_LOW_v005__M4_864x288__C4,FLOW_INTENSITY,FLOW,BC1_LOW_v005,M4_864x288,864,288,0.05,nominal_chemistry,10000000,5,1000,4,C4,MG3V_3LEVEL,248832,864,288,288,96,96,32,3,3,40,1,2,194042,0.050000000000000003,-0.050000000000000003,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,13691.489937764989,333.62660009799657,2.4367442960152959,2.3422029879999999,13693.932312784,194042,108769,0.56054359365498196,127,0.50662555453375835,5,37325517.710410744,13147241.71520409,2326.4447234198451,6.2328531956864426e-05,0.17765262053252351,217538,217538,326307,326307,326307,326307,4350760,778839.75308641966,4.0137689422208576,0.013153313810335021,0.00019264731218526841,1.1270936715268228e-12,293.19818788999356,922.48097927629487,99999.989922276844,100000.00857461368,-0.014290428781519923,0.014290430518921942,-0.050444453942612738,0.050444454881498776,0.99960235426148591,0.20989511244223533,0.32072238160417016,0.83645886324135132,1,0,orfoz193,6313305,13694.173964032
15,FLOW_INTENSITY__BC1_LOW_v005__M4_864x288__C16,FLOW_INTENSITY,FLOW,BC1_LOW_v005,M4_864x288,864,288,0.05,nominal_chemistry,10000000,5,1000,16,C16,MG3V_3LEVEL,248832,864,288,288,96,96,32,3,3,40,1,2,194042,0.050000000000000003,-0.050000000000000003,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3908.0904016949903,161.08269788700247,4.121775121095939,2.341435734,3910.4957333560001,194042,108769,0.56054359365498196,127,0.50662555453375835,5,37325517.710410744,13147241.71520409,2326.4447234198451,6.2328531956864426e-05,0.17765262053252351,217538,217538,326307,326307,326307,326307,4350760,778839.75308641966,4.0137689422208576,0.013153313810335021,0.00019264731218526844,1.1270936715267866e-12,293.19818788999356,922.48097927629487,99999.989922276844,100000.00857461368,-0.014290428781519923,0.014290430518921942,-0.050444453942612738,0.050444454881498776,0.99960235426148591,0.20989511244223533,0.32072238160417016,0.83645886324135132,1,0,orfoz193,6313436,3910.713521664
16,FLOW_INTENSITY__BC2_NOMINAL_v010__M1_108x36__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M1_108x36,108,36,0.1,nominal_chemistry,10000000,5,1000,1,C1,MG3V_3LEVEL,3888,108,36,36,12,12,4,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,83.062706891999937,2.6046829019999884,3.1358030570646553,0.069459309000000011,83.134390938999999,20033,13387,0.66824739180352422,16,0.36720903189443882,4,377879.54677589808,28944.902000507456,20.943906173750293,5.5424820825698464e-05,0.16401040461848665,26774,26774,40161,40161,40161,40161,535480,95857.530864197528,4.7849813240252344,0.001888247690843059,0.00012609231914629976,2.5424464933785714e-12,293.37417509859904,1073.7642503186353,99999.995267115388,100000.00505348136,-0.031704859979090595,0.031704840310488355,-0.091589200243459082,0.091589331764431695,0.99909751942016545,0.20977342341249003,0.3815741510064396,0.99590625874310956,1,0,orfoz193,6313456,83.307410688
17,FLOW_INTENSITY__BC2_NOMINAL_v010__M1_108x36__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M1_108x36,108,36,0.1,nominal_chemistry,10000000,5,1000,2,C2,MG3V_3LEVEL,3888,108,36,36,12,12,4,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,47.125638053999971,2.8529071039999794,6.0538323125321112,0.069136180000000005,47.196445683,20033,13387,0.66824739180352422,16,0.36720903189443882,4,377879.54677589808,28944.902000507456,20.943906173750293,5.5424820825698464e-05,0.16401040461848665,26774,26774,40161,40161,40161,40161,535480,95857.530864197528,4.7849813240252344,0.001888247690843059,0.00012609231914629951,2.5424464933785762e-12,293.37417509859904,1073.7642503186353,99999.995267115388,100000.00505348136,-0.031704859979090595,0.031704840310488355,-0.091589200243459082,0.091589331764431695,0.99909751942016545,0.20977342341249003,0.3815741510064396,0.99590625874310956,1,0,orfoz193,6313458,47.279331072
18,FLOW_INTENSITY__BC2_NOMINAL_v010__M1_108x36__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M1_108x36,108,36,0.1,nominal_chemistry,10000000,5,1000,4,C4,MG3V_3LEVEL,3888,108,36,36,12,12,4,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,29.749915289000139,3.4191815840000013,11.493080066900978,0.069219375999999999,29.821193653999998,20033,13387,0.66824739180352422,16,0.36720903189443882,4,377879.54677589808,28944.902000507456,20.943906173750293,5.5424820825698464e-05,0.16401040461848665,26774,26774,40161,40161,40161,40161,535480,95857.530864197528,4.7849813240252344,0.001888247690843059,0.00012609231914629951,2.5424464933785779e-12,293.37417509859904,1073.7642503186353,99999.995267115388,100000.00505348136,-0.031704859979090595,0.031704840310488355,-0.091589200243459082,0.091589331764431695,0.99909751942016545,0.20977342341249003,0.3815741510064396,0.99590625874310956,1,0,orfoz193,6313459,29.891473664
19,FLOW_INTENSITY__BC2_NOMINAL_v010__M1_108x36__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M1_108x36,108,36,0.1,nominal_chemistry,10000000,5,1000,16,C16,MG3V_3LEVEL,3888,108,36,36,12,12,4,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,24.611164902000045,6.468743210999973,26.283775013324483,0.069191126999999991,24.683424206000002,20033,13387,0.66824739180352422,16,0.36720903189443882,4,377879.54677589808,28944.902000507456,20.943906173750293,5.5424820825698464e-05,0.16401040461848665,26774,26774,40161,40161,40161,40161,535480,95857.530864197528,4.7849813240252344,0.001888247690843059,0.00012609231914629954,2.5424464933785989e-12,293.37417509859904,1073.7642503186353,99999.995267115388,100000.00505348136,-0.031704859979090595,0.031704840310488355,-0.091589200243459082,0.091589331764431695,0.99909751942016545,0.20977342341249003,0.3815741510064396,0.99590625874310956,1,0,orfoz193,6313460,24.745842688
20,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,1,C1,MG3V_3LEVEL,15552,216,72,72,24,24,8,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,408.21966612000142,9.156163124999976,2.2429500303173544,0.16771903100000002,408.39189726500001,22254,13443,0.60407117821515233,17,0.4362032237991863,7,9462238.7122842651,8250328.5145303588,788.89298606803641,8.3372763048544029e-05,0.26655842127838175,26886,26886,40329,40329,40329,40329,537720,96258.518518518511,4.3254479427751642,0.0064814994162212258,0.00031582722046317774,1.0591574328488294e-10,293.15671169845029,1074.9233526449716,99999.96937622079,100000.02578973499,-0.029317128363328095,0.029317124961202857,-0.10307432756790717,0.10307433892286381,0.99965388453228643,0.20991256583394885,0.3812103061822199,0.99796728612481689,1,0,orfoz193,6313461,408.474168832
21,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,2,C2,MG3V_3LEVEL,15552,216,72,72,24,24,8,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,217.00592551899931,6.808349121999977,3.1374024030527647,0.16871140100000001,217.178405876,22254,13443,0.60407117821515233,17,0.4362032237991863,7,9462238.7122842651,8250328.5145303588,788.89298606803641,8.3372763048544029e-05,0.26655842127838175,26886,26886,40329,40329,40329,40329,537720,96258.518518518511,4.3254479427751642,0.0064814994162212258,0.00031582722046317855,1.059157432848835e-10,293.15671169845029,1074.9233526449716,99999.96937622079,100000.02578973499,-0.029317128363328095,0.029317124961202857,-0.10307432756790717,0.10307433892286381,0.99965388453228643,0.20991256583394885,0.3812103061822199,0.99796728612481689,1,0,orfoz193,6313463,217.253013504
22,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,4,C4,MG3V_3LEVEL,15552,216,72,72,24,24,8,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,120.76152090199984,5.9539238320000054,4.9303153749046613,0.16835267200000001,120.932892333,22254,13443,0.60407117821515233,17,0.4362032237991863,7,9462238.7122842651,8250328.5145303588,788.89298606803641,8.3372763048544029e-05,0.26655842127838175,26886,26886,40329,40329,40329,40329,537720,96258.518518518511,4.3254479427751642,0.0064814994162212258,0.00031582722046317817,1.0591574328488337e-10,293.15671169845029,1074.9233526449716,99999.96937622079,100000.02578973499,-0.029317128363328095,0.029317124961202857,-0.10307432756790717,0.10307433892286381,0.99965388453228643,0.20991256583394885,0.3812103061822199,0.99796728612481689,1,0,orfoz193,6313464,121.007771392
23,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,16,C16,MG3V_3LEVEL,15552,216,72,72,24,24,8,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,54.060242111999194,8.0162089890000043,14.828289100874612,0.16776130100000003,54.232459476000002,22254,13443,0.60407117821515233,17,0.4362032237991863,7,9462238.7122842651,8250328.5145303588,788.89298606803641,8.3372763048544029e-05,0.26655842127838175,26886,26886,40329,40329,40329,40329,537720,96258.518518518511,4.3254479427751642,0.0064814994162212258,0.00031582722046317828,1.0591574328488337e-10,293.15671169845029,1074.9233526449716,99999.96937622079,100000.02578973499,-0.029317128363328095,0.029317124961202857,-0.10307432756790717,0.10307433892286381,0.99965388453228643,0.20991256583394885,0.3812103061822199,0.99796728612481689,1,0,orfoz193,6313466,54.320063488
