array_index,case_id,study_family,group_dir,physical_case,mesh_name,Nx,Ny,velocity_m_per_s,stiffness_class,A,beta,Ta_K,threads,core_label,solver,cells,level0_Nx,level0_Ny,level1_Nx,level1_Ny,level2_Nx,level2_Ny,mg_pre_sweeps,mg_post_sweeps,mg_coarse_sweeps,mg_omega,final_time_s,time_steps,vFuel_m_per_s,vOx_m_per_s,HfF_J_per_kg,rho_kg_per_m3,mu_Pa_s,cp_J_per_kgK,Pr,Sc,compute_time_s,pressure_time_s,pressure_fraction_pct,output_time_s,total_wall_s,pressure_solves,total_vcycles,avg_vcycles_per_pressure_solve,max_vcycles_per_pressure_solve,mean_pressure_convergence_factor,final_pressure_cycles,final_pressure_rhs_norm,final_pressure_initial_residual,final_pressure_abs_residual,final_pressure_rel_residual,final_pressure_convergence_factor,restrictions,prolongations,fine_pre_sweeps,fine_post_sweeps,level1_pre_sweeps,level1_post_sweeps,coarse_sweeps,equivalent_fine_grid_smoothing_sweeps,equivalent_fine_grid_smoothing_sweeps_per_pressure_solve,mass_residual_max,mass_residual_l2,mass_residual_integral,Tmin_K,Tmax_K,pmin_Pa,pmax_Pa,umin_m_per_s,umax_m_per_s,vmin_m_per_s,vmax_m_per_s,YFmax,YOmax,YPmax,YN2max,run_complete,run_failed,node,job_id,launcher_wall_seconds
20,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,1,C1,MG2V_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,410.85842747900142,8.5568261950000188,2.0826702393581424,0.16699265800000002,411.03089765800001,22254,9416,0.42311494562775231,50,0.040631728812717559,5,4334943.2638160801,3123023.5235817051,419.08531391984434,9.6676078189526448e-05,0.16809137792174536,18832,18832,28248,28248,28248,28248,376640,94160,4.2311494562775227,0.0079127778619696443,0.00032183583310369061,2.5821280335058981e-09,293.15671316338108,1074.9524928412948,99999.985056006626,100000.01239767499,-0.029150025947195853,0.029150025947195853,-0.10309101954482276,0.10309101954482276,0.99965377520360255,0.20991253910135665,0.38123030328243412,0.99796731394717841,1,0,orfoz232,6293375,411.124854016
21,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,2,C2,MG2V_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,217.03745190299921,5.9558329070000031,2.7441498482307334,0.17179331399999995,217.21291487600001,22254,9416,0.42311494562775231,50,0.040631728812717559,5,4334943.2638160801,3123023.5235817051,419.08531391984434,9.6676078189526448e-05,0.16809137792174536,18832,18832,28248,28248,28248,28248,376640,94160,4.2311494562775227,0.0079127778619696443,0.00032183583310369071,2.5821280335059126e-09,293.15671316338108,1074.9524928412948,99999.985056006626,100000.01239767499,-0.029150025947195853,0.029150025947195853,-0.10309101954482276,0.10309101954482276,0.99965377520360255,0.20991253910135665,0.38123030328243412,0.99796731394717841,1,0,orfoz202,6293376,217.325920768
22,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,4,C4,MG2V_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,169.8708777410003,6.5839989389999918,3.875884452094561,0.19999408600000002,170.07716587799999,22254,9416,0.42311494562775231,50,0.040631728812717559,5,4334943.2638160801,3123023.5235817051,419.08531391984434,9.6676078189526448e-05,0.16809137792174536,18832,18832,28248,28248,28248,28248,376640,94160,4.2311494562775227,0.0079127778619696443,0.00032183583310369061,2.5821280335059051e-09,293.15671316338108,1074.9524928412948,99999.985056006626,100000.01239767499,-0.029150025947195853,0.029150025947195853,-0.10309101954482276,0.10309101954482276,0.99965377520360255,0.20991253910135665,0.38123030328243412,0.99796731394717841,1,0,orfoz338,6293377,170.297153024
23,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,16,C16,MG2V_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,52.628902211999964,6.43885570300003,12.234448054916678,0.167044795,52.802449629999998,22254,9416,0.42311494562775231,50,0.040631728812717559,5,4334943.2638160801,3123023.5235817051,419.08531391984434,9.6676078189526448e-05,0.16809137792174536,18832,18832,28248,28248,28248,28248,376640,94160,4.2311494562775227,0.0079127778619696443,0.00032183583310369028,2.582128033505903e-09,293.15671316338108,1074.9524928412948,99999.985056006626,100000.01239767499,-0.029150025947195853,0.029150025947195853,-0.10309101954482276,0.10309101954482276,0.99965377520360255,0.20991253910135665,0.38123030328243412,0.99796731394717841,1,0,orfoz177,6292597,52.891715328
24,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,1,C1,MG2V_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3483.0142928329856,63.500926439000779,1.8231600877913974,0.58572281999999998,3483.628540404,48573,17332,0.35682374981985876,175,0.05518468778292987,5,9613316.7120108902,3317884.6514640152,438.27151890477398,4.559004264960885e-05,0.16756233092175538,34664,34664,51996,51996,51996,51996,693280,173320,3.5682374981985876,0.00995284155938847,0.0002650508059646111,8.7155385718493013e-10,293.07746863303959,1085.0846910746473,99999.988578994162,100000.00882940095,-0.027466473014684203,0.027466599531099766,-0.10292571767359694,0.10292579774352817,0.99984901872407361,0.20996153625597069,0.38638381916061382,0.99892775803281575,1,0,orfoz268,6285574,3483.736896512
25,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,2,C2,MG2V_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1800.8577897840094,37.463784642000164,2.0803299879938595,0.61374805499999996,1801.4918923990001,48573,17332,0.35682374981985876,175,0.05518468778292987,5,9613316.7120108902,3317884.6514640152,438.27151890477398,4.559004264960885e-05,0.16756233092175538,34664,34664,51996,51996,51996,51996,693280,173320,3.5682374981985876,0.00995284155938847,0.00026505080596461402,8.7155385718493396e-10,293.07746863303959,1085.0846910746473,99999.988578994162,100000.00882940095,-0.027466473014684203,0.027466599531099766,-0.10292571767359694,0.10292579774352817,0.99984901872407361,0.20996153625597069,0.38638381916061382,0.99892775803281575,1,0,orfoz288,6286183,1801.728103936
26,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,4,C4,MG2V_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,940.72525855299955,23.24635384500009,2.4711097776578317,0.59262079400000001,941.334610215,48573,17332,0.35682374981985876,175,0.05518468778292987,5,9613316.7120108902,3317884.6514640152,438.27151890477398,4.559004264960885e-05,0.16756233092175538,34664,34664,51996,51996,51996,51996,693280,173320,3.5682374981985876,0.00995284155938847,0.00026505080596461294,8.7155385718493086e-10,293.07746863303959,1085.0846910746473,99999.988578994162,100000.00882940095,-0.027466473014684203,0.027466599531099766,-0.10292571767359694,0.10292579774352817,0.99984901872407361,0.20996153625597069,0.38638381916061382,0.99892775803281575,1,0,orfoz298,6286184,941.566672640
27,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,16,C16,MG2V_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,302.24121733000601,16.768459024999959,5.548038475073735,0.58681530199999998,302.84570858199999,48573,17332,0.35682374981985876,175,0.05518468778292987,5,9613316.7120108902,3317884.6514640152,438.27151890477398,4.559004264960885e-05,0.16756233092175538,34664,34664,51996,51996,51996,51996,693280,173320,3.5682374981985876,0.00995284155938847,0.00026505080596461272,8.7155385718492879e-10,293.07746863303959,1085.0846910746473,99999.988578994162,100000.00882940095,-0.027466473014684203,0.027466599531099766,-0.10292571767359694,0.10292579774352817,0.99984901872407361,0.20996153625597069,0.38638381916061382,0.99892775803281575,1,0,orfoz303,6286185,303.077608448
28,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,1,C1,MG2V_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,53833.949871773431,1319.2672393510195,2.4506231522921302,2.34488692,53836.625216708002,194042,100025,0.51548118448583291,500,0.029041691475273215,4,56385106.453779861,7355140.0240923613,1767.5702036856674,3.1348175340142069e-05,0.12450776339935289,200050,200050,300075,300075,300075,300075,4001000,1000250,5.1548118448583296,0.014826818784884566,0.00028566702554470673,2.4468314135822271e-10,293.04121310234376,1082.8011033755515,99999.980304106022,100000.01550973933,-0.02733984118469672,0.027339950144143463,-0.10169202832730649,0.10169200510780534,0.99991842864051739,0.20997910990885343,0.38528985917339748,0.99945494293000803,1,0,orfoz296,6286191,53837.042273536
29,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,2,C2,MG2V_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,27258.208749878057,710.1229391249999,2.6051709620434131,2.3451515960000004,27260.729766231001,194042,100025,0.51548118448583291,500,0.029041691475273215,4,56385106.453779861,7355140.0240923613,1767.5702036856674,3.1348175340142069e-05,0.12450776339935289,200050,200050,300075,300075,300075,300075,4001000,1000250,5.1548118448583296,0.014826818784884566,0.00028566702554470928,2.4468314135821935e-10,293.04121310234376,1082.8011033755515,99999.980304106022,100000.01550973933,-0.02733984118469672,0.027339950144143463,-0.10169202832730649,0.10169200510780534,0.99991842864051739,0.20997910990885343,0.38528985917339748,0.99945494293000803,1,0,orfoz298,6286221,27260.816452352
30,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,4,C4,MG2V_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,13966.709064234052,397.64308290399248,2.8470778697773325,2.355372016,13969.175796322001,194042,100025,0.51548118448583291,500,0.029041691475273215,4,56385106.453779861,7355140.0240923613,1767.5702036856674,3.1348175340142069e-05,0.12450776339935289,200050,200050,300075,300075,300075,300075,4001000,1000250,5.1548118448583296,0.014826818784884566,0.00028566702554470852,2.4468314135821625e-10,293.04121310234376,1082.8011033755515,99999.980304106022,100000.01550973933,-0.02733984118469672,0.027339950144143463,-0.10169202832730649,0.10169200510780534,0.99991842864051739,0.20997910990885343,0.38528985917339748,0.99945494293000803,1,0,orfoz233,6286258,13969.334957568
31,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,16,C16,MG2V_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3988.5950273890112,177.28984322999628,4.444919627402049,2.3481856649999999,3991.0114860059998,194042,100025,0.51548118448583291,500,0.029041691475273215,4,56385106.453779861,7355140.0240923613,1767.5702036856674,3.1348175340142069e-05,0.12450776339935289,200050,200050,300075,300075,300075,300075,4001000,1000250,5.1548118448583296,0.014826818784884566,0.00028566702554470744,2.4468314135821697e-10,293.04121310234376,1082.8011033755515,99999.980304106022,100000.01550973933,-0.02733984118469672,0.027339950144143463,-0.10169202832730649,0.10169200510780534,0.99991842864051739,0.20997910990885343,0.38528985917339748,0.99945494293000803,1,0,orfoz180,6286745,3991.170957312
32,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,1,C1,MG2V_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,24444,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,103.41531882500023,3.1630466200000318,3.0585861513926682,0.07656220200000001,103.494076664,24444,13127,0.53702340042546226,14,0.050727145900990395,5,5088892.0693170503,4198580.9479791597,355.71446315408684,6.9900178331317044e-05,0.15332034880170786,26254,26254,39381,39381,39381,39381,525080,131270,5.3702340042546224,0.0039568023152440901,0.00030222394832370392,8.3462101819712246e-09,293.03358091000638,1056.7218257727038,99999.933622491197,100000.04700203212,-0.077039427367932373,0.077056573009916918,-0.18518033304593876,0.18518019207726061,0.99985756560784278,0.20996744707363979,0.37969597033894908,0.99789075029815544,1,0,orfoz180,6286815,103.619073792
33,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,2,C2,MG2V_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,24444,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,58.106176899999944,3.525956128999995,6.0681261736908354,0.076930438000000018,58.185119964999998,24444,13127,0.53702340042546226,14,0.050727145900990395,5,5088892.0693170503,4198580.9479791597,355.71446315408684,6.9900178331317044e-05,0.15332034880170786,26254,26254,39381,39381,39381,39381,525080,131270,5.3702340042546224,0.0039568023152440901,0.00030222394832370381,8.3462101819712411e-09,293.03358091000638,1056.7218257727038,99999.933622491197,100000.04700203212,-0.077039427367932373,0.077056573009916918,-0.18518033304593876,0.18518019207726061,0.99985756560784278,0.20996744707363979,0.37969597033894908,0.99789075029815544,1,0,orfoz180,6286817,58.265631744
34,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,4,C4,MG2V_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,24444,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,36.136449670000133,3.9935793660000005,11.051388286534973,0.076961874000000013,36.215317378000002,24444,13127,0.53702340042546226,14,0.050727145900990395,5,5088892.0693170503,4198580.9479791597,355.71446315408684,6.9900178331317044e-05,0.15332034880170786,26254,26254,39381,39381,39381,39381,525080,131270,5.3702340042546224,0.0039568023152440901,0.00030222394832370381,8.3462101819712395e-09,293.03358091000638,1056.7218257727038,99999.933622491197,100000.04700203212,-0.077039427367932373,0.077056573009916918,-0.18518033304593876,0.18518019207726061,0.99985756560784278,0.20996744707363979,0.37969597033894908,0.99789075029815544,1,0,orfoz180,6286818,36.292447488
35,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,16,C16,MG2V_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,24444,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,29.048921037000337,7.2004193870000277,24.787218010020659,0.076764956999999995,29.130333989,24444,13127,0.53702340042546226,14,0.050727145900990395,5,5088892.0693170503,4198580.9479791597,355.71446315408684,6.9900178331317044e-05,0.15332034880170786,26254,26254,39381,39381,39381,39381,525080,131270,5.3702340042546224,0.0039568023152440901,0.00030222394832370375,8.3462101819712378e-09,293.03358091000638,1056.7218257727038,99999.933622491197,100000.04700203212,-0.077039427367932373,0.077056573009916918,-0.18518033304593876,0.18518019207726061,0.99985756560784278,0.20996744707363979,0.37969597033894908,0.99789075029815544,1,0,orfoz180,6286819,29.196515072
36,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,1,C1,MG2V_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,46332,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,722.377802134999,18.25886205299992,2.5276056378027629,0.20803372000000003,722.59363126899996,46332,20282,0.43775360442027111,50,0.038907319365878053,5,7578603.2103045415,3492507.0158306528,537.77191890648101,7.0959239319361457e-05,0.17277948162752813,40564,40564,60846,60846,60846,60846,811280,202820,4.3775360442027109,0.010626726290266397,0.00045460455377660937,2.4239004271908678e-08,293.01662714901818,1029.5096143235412,99999.972938809602,100000.02071479411,-0.088964141157505852,0.088963881287800264,-0.20854959022790368,0.20854961204174516,0.99994359949151079,0.20998699229058321,0.36833226741318642,0.99897877535483814,1,0,orfoz180,6286820,722.654240000
37,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,2,C2,MG2V_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,46332,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,383.28028851299916,12.938577908999925,3.3757483222519298,0.22887938099999999,383.514303697,46332,20282,0.43775360442027111,50,0.038907319365878053,5,7578603.2103045415,3492507.0158306528,537.77191890648101,7.0959239319361457e-05,0.17277948162752813,40564,40564,60846,60846,60846,60846,811280,202820,4.3775360442027109,0.010626726290266397,0.00045460455377661088,2.4239004271908631e-08,293.01662714901818,1029.5096143235412,99999.972938809602,100000.02071479411,-0.088964141157505852,0.088963881287800264,-0.20854959022790368,0.20854961204174516,0.99994359949151079,0.20998699229058321,0.36833226741318642,0.99897877535483814,1,0,orfoz180,6286825,383.610401536
38,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,4,C4,MG2V_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,46332,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,209.38168309400197,10.445459784999908,4.9887170790915913,0.20993442499999992,209.59701797,46332,20282,0.43775360442027111,50,0.038907319365878053,5,7578603.2103045415,3492507.0158306528,537.77191890648101,7.0959239319361457e-05,0.17277948162752813,40564,40564,60846,60846,60846,60846,811280,202820,4.3775360442027109,0.010626726290266397,0.00045460455377661094,2.4239004271908628e-08,293.01662714901818,1029.5096143235412,99999.972938809602,100000.02071479411,-0.088964141157505852,0.088963881287800264,-0.20854959022790368,0.20854961204174516,0.99994359949151079,0.20998699229058321,0.36833226741318642,0.99897877535483814,1,0,orfoz180,6286831,209.672495872
39,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,16,C16,MG2V_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,46332,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,94.253874532999831,13.66289752900013,14.495847090314069,0.20948805300000001,94.472464037999998,46332,20282,0.43775360442027111,50,0.038907319365878053,5,7578603.2103045415,3492507.0158306528,537.77191890648101,7.0959239319361457e-05,0.17277948162752813,40564,40564,60846,60846,60846,60846,811280,202820,4.3775360442027109,0.010626726290266397,0.00045460455377661061,2.4239004271908592e-08,293.01662714901818,1029.5096143235412,99999.972938809602,100000.02071479411,-0.088964141157505852,0.088963881287800264,-0.20854959022790368,0.20854961204174516,0.99994359949151079,0.20998699229058321,0.36833226741318642,0.99897877535483814,1,0,orfoz180,6286833,94.544171520
40,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,1,C1,MG2V_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,6248.1848090970007,151.23766167899785,2.4205055756162084,0.67101756999999995,6248.8998754490003,88150,44204,0.50146341463414634,175,0.024855936980960659,3,20160807.282247208,891104.98690445721,1876.4736947885249,9.3075325234663188e-05,0.12817535693585597,88408,88408,132612,132612,132612,132612,1768160,442040,5.0146341463414634,0.039929351934303692,0.0010551213398231119,3.3790828192483927e-09,293.00759797735378,1031.0379942483239,99999.976034769046,100000.01992773658,-0.091715172121186461,0.09171517205774582,-0.20853456146152091,0.20853456195534939,0.99998144020246593,0.20999566261306019,0.37187417312293647,0.99943947367128039,1,0,orfoz180,6286834,6249.036623872
41,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,2,C2,MG2V_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3236.5214034950263,90.699140873999909,2.8023649334145149,0.65174003600000008,3237.1987597470002,88150,44204,0.50146341463414634,175,0.024855936980960659,3,20160807.282247208,891104.98690445721,1876.4736947885249,9.3075325234663188e-05,0.12817535693585597,88408,88408,132612,132612,132612,132612,1768160,442040,5.0146341463414634,0.039929351934303692,0.0010551213398231128,3.3790828192483898e-09,293.00759797735378,1031.0379942483239,99999.976034769046,100000.01992773658,-0.091715172121186461,0.09171517205774582,-0.20853456146152091,0.20853456195534939,0.99998144020246593,0.20999566261306019,0.37187417312293647,0.99943947367128039,1,0,orfoz178,6286874,3237.334876416
42,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,4,C4,MG2V_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1696.8902627879975,57.246476467000612,3.3736109943223096,0.66090126900000001,1697.5666935260001,88150,44204,0.50146341463414634,175,0.024855936980960659,3,20160807.282247208,891104.98690445721,1876.4736947885249,9.3075325234663188e-05,0.12817535693585597,88408,88408,132612,132612,132612,132612,1768160,442040,5.0146341463414634,0.039929351934303692,0.0010551213398231109,3.3790828192483815e-09,293.00759797735378,1031.0379942483239,99999.976034769046,100000.01992773658,-0.091715172121186461,0.09171517205774582,-0.20853456146152091,0.20853456195534939,0.99998144020246593,0.20999566261306019,0.37187417312293647,0.99943947367128039,1,0,orfoz180,6286880,1697.661090304
43,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,16,C16,MG2V_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,550.6475170389939,40.881742764999764,7.4243034790811082,0.653531007,551.31723652300002,88150,44204,0.50146341463414634,175,0.024855936980960659,3,20160807.282247208,891104.98690445721,1876.4736947885249,9.3075325234663188e-05,0.12817535693585597,88408,88408,132612,132612,132612,132612,1768160,442040,5.0146341463414634,0.039929351934303692,0.0010551213398231124,3.3790828192483844e-09,293.00759797735378,1031.0379942483239,99999.976034769046,100000.01992773658,-0.091715172121186461,0.09171517205774582,-0.20853456146152091,0.20853456195534939,0.99998144020246593,0.20999566261306019,0.37187417312293647,0.99943947367128039,1,0,orfoz180,6286952,551.407439616
44,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,1,C1,MG2V_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194178,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,54289.053525044706,1275.2500580790254,2.3490003514073514,2.6615772870000001,54292.052747000998,194178,95744,0.49307336567479321,500,0.033559793053825802,3,105843481.38360207,5162659.6570395678,7984.0760705322027,7.5432855818451431e-05,0.11564238950340772,191488,191488,287232,287232,287232,287232,3829760,957440,4.9307336567479325,0.076253153628703441,0.0015013109047668431,2.8938607662097861e-09,293.0046830524081,1036.7051028545493,99999.957978845021,100000.0312011467,-0.089883102970702636,0.089883105803362354,-0.20590745474561434,0.20590740411561967,0.99999007161383791,0.20999766661746891,0.37465120130945978,0.99968918116394667,1,0,orfoz180,6286953,54292.179961600
45,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,2,C2,MG2V_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194178,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,27417.195807242595,684.26287111000897,2.4957434593994927,2.348987916,27419.720069626001,194178,95744,0.49307336567479321,500,0.033559793053825802,3,105843481.38360207,5162659.6570395678,7984.0760705322027,7.5432855818451431e-05,0.11564238950340772,191488,191488,287232,287232,287232,287232,3829760,957440,4.9307336567479325,0.076253153628703441,0.001501310904766868,2.8938607662097886e-09,293.0046830524081,1036.7051028545493,99999.957978845021,100000.0312011467,-0.089883102970702636,0.089883105803362354,-0.20590745474561434,0.20590740411561967,0.99999007161383791,0.20999766661746891,0.37465120130945978,0.99968918116394667,1,0,orfoz178,6286962,27419.823234560
