array_index,case_id,study_family,group_dir,physical_case,mesh_name,Nx,Ny,velocity_m_per_s,stiffness_class,A,beta,Ta,threads,core_label,status,run_dir,launcher_wall_seconds,exit_code,summary_case_id,solver,summary_threads,summary_Nx,summary_Ny,cells,level0_Nx,level0_Ny,rmt_smoothing_sweeps,rmt_max_cycles,final_time_s,time_steps,vFuel_m_per_s,vOx_m_per_s,summary_A,summary_beta,Ta_K,HfF_J_per_kg,rho_kg_per_m3,mu_Pa_s,cp_J_per_kgK,Pr,Sc,compute_time_s,pressure_time_s,pressure_fraction_pct,output_time_s,total_wall_s,pressure_solves,total_rmt_cycles,avg_rmt_cycles_per_pressure_solve,max_rmt_cycles_per_pressure_solve,mean_pressure_convergence_factor,final_pressure_cycles,final_pressure_rhs_norm,final_pressure_initial_residual,final_pressure_abs_residual,final_pressure_rel_residual,final_pressure_convergence_factor,equivalent_fine_grid_smoothing_sweeps,equivalent_fine_grid_smoothing_sweeps_per_pressure_solve,mass_residual_max,mass_residual_l2,mass_residual_integral,Tmin_K,Tmax_K,pmin_Pa,pmax_Pa,umin_m_per_s,umax_m_per_s,vmin_m_per_s,vmax_m_per_s,YFmax,YOmax,YPmax,YN2max,diag_levelsX,diag_levelsY,diag_direct_solves,diag_direct_unknowns,diag_nonmonotone_cycles,diag_last_cycle_ratio,diag_max_cycle_ratio,diag_point_updates
20,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,1,C1,complete,results/FLOW/BC2_NOMINAL_v010/M2_216x72/C1,576.301022464,0,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C1,RMT_FINAL,1,216,72,15552,216,72,16,500,2,22254,0.10000000000000001,-0.10000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,576.04516003900005,176.50749728000002,30.641260360220702,0.17248737600000003,576.22220463199994,22254,9733,0.43735957580659657,3,0.18444821683253088,3,24715210.54604008,23503300.481935751,632.54873970022891,2.5593499942956266e-05,0.029967812810427506,622912,27.99101285162218,0.0019389226052801689,0.00017798291594169584,-2.6007746032757666e-10,293.1567095894203,1074.9452650147475,99999.923364588321,100000.06678131766,-0.029397626370833436,0.029397634694097518,-0.10306482174960559,0.10306483124174606,0.99965381106261442,0.20991253794123607,0.38121908642339097,0.99796729368036818,4,3,21286071,151367616,0,0.063741156215116931,0.21028733098259014,9687527424
21,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,2,C2,complete,results/FLOW/BC2_NOMINAL_v010/M2_216x72/C2,302.280109824,0,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C2,RMT_FINAL,2,216,72,15552,216,72,16,500,2,22254,0.10000000000000001,-0.10000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,301.91820429000046,91.768527276999833,30.395161991906164,0.17291692099999995,302.09488148499997,22254,9733,0.43735957580659657,3,0.18444821683253088,3,24715210.54604008,23503300.481935751,632.54873970022891,2.5593499942956266e-05,0.029967812810427506,622912,27.99101285162218,0.0019389226052801689,0.00017798291594169562,-2.6007746032757474e-10,293.1567095894203,1074.9452650147475,99999.923364588321,100000.06678131766,-0.029397626370833436,0.029397634694097518,-0.10306482174960559,0.10306483124174606,0.99965381106261442,0.20991253794123607,0.38121908642339097,0.99796729368036818,4,3,21286071,151367616,0,0.063741156215116931,0.21028733098259014,9687527424
22,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,4,C4,complete,results/FLOW/BC2_NOMINAL_v010/M2_216x72/C4,162.692764928,0,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C4,RMT_FINAL,4,216,72,15552,216,72,16,500,2,22254,0.10000000000000001,-0.10000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,162.41802316200187,48.977929851000106,30.155477143166355,0.177976778,162.599000004,22254,9733,0.43735957580659657,3,0.18444821683253088,3,24715210.54604008,23503300.481935751,632.54873970022891,2.5593499942956266e-05,0.029967812810427506,622912,27.99101285162218,0.0019389226052801689,0.00017798291594169581,-2.600774603275766e-10,293.1567095894203,1074.9452650147475,99999.923364588321,100000.06678131766,-0.029397626370833436,0.029397634694097518,-0.10306482174960559,0.10306483124174606,0.99965381106261442,0.20991253794123607,0.38121908642339097,0.99796729368036818,4,3,21286071,151367616,0,0.063741156215116931,0.21028733098259014,9687527424
23,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,16,C16,complete,results/FLOW/BC2_NOMINAL_v010/M2_216x72/C16,65.373751040,0,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C16,RMT_FINAL,16,216,72,15552,216,72,16,500,2,22254,0.10000000000000001,-0.10000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,65.120355906000015,19.067561154999961,29.280492850075358,0.17288589500000001,65.297710816999995,22254,9733,0.43735957580659657,3,0.18444821683253088,3,24715210.54604008,23503300.481935751,632.54873970022891,2.5593499942956266e-05,0.029967812810427506,622912,27.99101285162218,0.0019389226052801689,0.00017798291594169578,-2.6007746032757702e-10,293.1567095894203,1074.9452650147475,99999.923364588321,100000.06678131766,-0.029397626370833436,0.029397634694097518,-0.10306482174960559,0.10306483124174606,0.99965381106261442,0.20991253794123607,0.38121908642339097,0.99796729368036818,4,3,21286071,151367616,0,0.063741156215116931,0.21028733098259014,9687527424
24,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,1,C1,complete,results/FLOW/BC2_NOMINAL_v010/M3_432x144/C1,5113.950274048,0,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C1,RMT_FINAL,1,432,144,62208,432,144,16,500,2,48573,0.10000000000000001,-0.10000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,5113.2031536040195,1712.7889336499818,33.497376931771818,0.61697122300000007,5113.8481953769997,48573,19187,0.39501369073353509,4,0.19529617021061207,3,9622153.8880876489,3326913.9437046144,120.09329493434052,1.2480916053838795e-05,0.033049056413119185,1534960,31.601095258682808,0.0027240175709994929,0.00014008898015433437,-4.2122314400777314e-10,293.0774733264214,1085.0957043526432,99999.987621094624,100000.00977955847,-0.027467717325824773,0.027467721838517242,-0.10292669056291856,0.10292627144542157,0.99984988284398657,0.20996088098398663,0.38638865131179856,0.99892773485141617,5,4,377657721,1193584896,0,0.058614395870688868,0.26729329256159945,95486791680
25,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,2,C2,complete,results/FLOW/BC2_NOMINAL_v010/M3_432x144/C2,2629.839432448,0,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C2,RMT_FINAL,2,432,144,62208,432,144,16,500,2,48573,0.10000000000000001,-0.10000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,2629.1200703019886,879.19260441398831,33.440564938253338,0.61427316300000001,2629.7500534760002,48573,19187,0.39501369073353509,4,0.19529617021061207,3,9622153.8880876489,3326913.9437046144,120.09329493434052,1.2480916053838795e-05,0.033049056413119185,1534960,31.601095258682808,0.0027240175709994929,0.00014008898015433383,-4.2122314400777666e-10,293.0774733264214,1085.0957043526432,99999.987621094624,100000.00977955847,-0.027467717325824773,0.027467721838517242,-0.10292669056291856,0.10292627144542157,0.99984988284398657,0.20996088098398663,0.38638865131179856,0.99892773485141617,5,4,377657721,1193584896,0,0.058614395870688868,0.26729329256159945,95486791680
26,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,4,C4,complete,results/FLOW/BC2_NOMINAL_v010/M3_432x144/C4,1370.682970368,0,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C4,RMT_FINAL,4,432,144,62208,432,144,16,500,2,48573,0.10000000000000001,-0.10000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1369.9504959330002,460.67205500500216,33.626912532431547,0.6174628350000001,1370.5777039899999,48573,19187,0.39501369073353509,4,0.19529617021061207,3,9622153.8880876489,3326913.9437046144,120.09329493434052,1.2480916053838795e-05,0.033049056413119185,1534960,31.601095258682808,0.0027240175709994929,0.0001400889801543341,-4.2122314400777454e-10,293.0774733264214,1085.0957043526432,99999.987621094624,100000.00977955847,-0.027467717325824773,0.027467721838517242,-0.10292669056291856,0.10292627144542157,0.99984988284398657,0.20996088098398663,0.38638865131179856,0.99892773485141617,5,4,377657721,1193584896,0,0.058614395870688868,0.26729329256159945,95486791680
27,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,16,C16,complete,results/FLOW/BC2_NOMINAL_v010/M3_432x144/C16,434.192686592,0,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C16,RMT_FINAL,16,432,144,62208,432,144,16,500,2,48573,0.10000000000000001,-0.10000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,433.49599447700126,149.54716565799887,34.497934828307386,0.60204412000000007,434.11022656300003,48573,19187,0.39501369073353509,4,0.19529617021061207,3,9622153.8880876489,3326913.9437046144,120.09329493434052,1.2480916053838795e-05,0.033049056413119185,1534960,31.601095258682808,0.0027240175709994929,0.00014008898015433404,-4.2122314400777475e-10,293.0774733264214,1085.0957043526432,99999.987621094624,100000.00977955847,-0.027467717325824773,0.027467721838517242,-0.10292669056291856,0.10292627144542157,0.99984988284398657,0.20996088098398663,0.38638865131179856,0.99892773485141617,5,4,377657721,1193584896,0,0.058614395870688868,0.26729329256159945,95486791680
28,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,1,C1,complete,results/FLOW/BC2_NOMINAL_v010/M4_864x288/C1,66746.577022720,0,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C1,RMT_FINAL,1,864,288,248832,864,288,16,500,2,194042,0.10000000000000001,-0.10000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,66743.399495331294,24942.372880601724,37.370546105231639,2.5694964659999995,66746.284225520998,194042,87365,0.45023757743169007,6,0.18910097327776454,2,56325835.28499867,7297160.750435546,3074.1796679040999,5.4578501185988624e-05,0.020525212692501134,6989200,36.019006194535201,0.025828594699483065,0.0006767245963689801,3.7510568501943104e-09,293.04121329665895,1082.8019407895447,99999.980299224961,100000.01562214919,-0.027337472059444076,0.027337470065555137,-0.1016925816452417,0.10169295720561315,0.99991765013806311,0.20997927874939146,0.38529019117651553,0.99945493965516952,5,4,1719605295,21739207680,0,0.043386287190111568,0.87490910164422342,1739136614400
29,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,2,C2,complete,results/FLOW/BC2_NOMINAL_v010/M4_864x288/C2,42541.023659264,0,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C2,RMT_FINAL,2,864,288,248832,864,288,16,500,2,194042,0.10000000000000001,-0.10000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,42538.378152503443,16073.796326855676,37.786575381952382,2.3636070950000003,42540.916980151,194042,87365,0.45023757743169007,6,0.18910097327776454,2,56325835.28499867,7297160.750435546,3074.1796679040999,5.4578501185988624e-05,0.020525212692501134,6989200,36.019006194535201,0.025828594699483065,0.00067672459636898454,3.7510568501942856e-09,293.04121329665895,1082.8019407895447,99999.980299224961,100000.01562214919,-0.027337472059444076,0.027337470065555137,-0.1016925816452417,0.10169295720561315,0.99991765013806311,0.20997927874939146,0.38529019117651553,0.99945493965516952,5,4,1719605295,21739207680,0,0.043386287190111568,0.87490910164422342,1739136614400
30,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,4,C4,complete,results/FLOW/BC2_NOMINAL_v010/M4_864x288/C4,21827.658202880,0,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C4,RMT_FINAL,4,864,288,248832,864,288,16,500,2,194042,0.10000000000000001,-0.10000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,21825.114029161923,8299.7514187303241,38.02844469742746,2.3461050430000001,21827.555879678999,194042,87365,0.45023757743169007,6,0.18910097327776454,2,56325835.28499867,7297160.750435546,3074.1796679040999,5.4578501185988624e-05,0.020525212692501134,6989200,36.019006194535201,0.025828594699483065,0.00067672459636898433,3.7510568501942906e-09,293.04121329665895,1082.8019407895447,99999.980299224961,100000.01562214919,-0.027337472059444076,0.027337470065555137,-0.1016925816452417,0.10169295720561315,0.99991765013806311,0.20997927874939146,0.38529019117651553,0.99945493965516952,5,4,1719605295,21739207680,0,0.043386287190111568,0.87490910164422342,1739136614400
31,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,16,C16,complete,results/FLOW/BC2_NOMINAL_v010/M4_864x288/C16,6293.425351680,0,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C16,RMT_FINAL,16,864,288,248832,864,288,16,500,2,194042,0.10000000000000001,-0.10000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,6290.7806237879586,2497.0185394120622,39.693301813289054,2.3764894920000001,6293.2149176969997,194042,87365,0.45023757743169007,6,0.18910097327776454,2,56325835.28499867,7297160.750435546,3074.1796679040999,5.4578501185988624e-05,0.020525212692501134,6989200,36.019006194535201,0.025828594699483065,0.00067672459636898173,3.7510568501942997e-09,293.04121329665895,1082.8019407895447,99999.980299224961,100000.01562214919,-0.027337472059444076,0.027337470065555137,-0.1016925816452417,0.10169295720561315,0.99991765013806311,0.20997927874939146,0.38529019117651553,0.99945493965516952,5,4,1719605295,21739207680,0,0.043386287190111568,0.87490910164422342,1739136614400
32,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,1,C1,complete,results/FLOW/BC3_HIGH_v020/M1_108x36/C1,136.247261184,0,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C1,RMT_FINAL,1,108,36,3888,108,36,16,500,2,24443,0.20000000000000001,-0.20000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,136.07673404899981,34.759257596000182,25.543865260231584,0.078333755000000005,136.157125799,24443,9447,0.38649101992390461,3,0.10309246387031426,2,1413705.8467635899,523510.31386455544,141.00754636676902,9.9743200956251907e-05,0.01641188845816129,453456,18.55156895634742,0.0064462314129833942,0.00098756531736878374,5.1882217502770171e-08,293.03355479391433,1056.7298270810966,99999.980379327229,100000.01852884406,-0.077041558131586363,0.077046224368933366,-0.18529575926842975,0.18529576306650133,0.99985833537866742,0.2099676079354853,0.37978098807987032,0.99791002489502489,3,2,2295621,36729936,0,0.014673868384213249,0.18955617640179229,1763036928
33,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,2,C2,complete,results/FLOW/BC3_HIGH_v020/M1_108x36/C2,74.224035072,0,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C2,RMT_FINAL,2,108,36,3888,108,36,16,500,2,24443,0.20000000000000001,-0.20000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,74.049011441000445,18.753788516000181,25.326183497996482,0.078129474000000004,74.129679775,24443,9447,0.38649101992390461,3,0.10309246387031426,2,1413705.8467635899,523510.31386455544,141.00754636676902,9.9743200956251907e-05,0.01641188845816129,453456,18.55156895634742,0.0064462314129833942,0.00098756531736878396,5.188221750277023e-08,293.03355479391433,1056.7298270810966,99999.980379327229,100000.01852884406,-0.077041558131586363,0.077046224368933366,-0.18529575926842975,0.18529576306650133,0.99985833537866742,0.2099676079354853,0.37978098807987032,0.99791002489502489,3,2,2295621,36729936,0,0.014673868384213249,0.18955617640179229,1763036928
34,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,4,C4,complete,results/FLOW/BC3_HIGH_v020/M1_108x36/C4,43.939439872,0,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C4,RMT_FINAL,4,108,36,3888,108,36,16,500,2,24443,0.20000000000000001,-0.20000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,43.441687073999802,10.852354271999893,24.981429136289492,0.078364097000000008,43.522961526000003,24443,9447,0.38649101992390461,3,0.10309246387031426,2,1413705.8467635899,523510.31386455544,141.00754636676902,9.9743200956251907e-05,0.01641188845816129,453456,18.55156895634742,0.0064462314129833942,0.00098756531736878374,5.1882217502770224e-08,293.03355479391433,1056.7298270810966,99999.980379327229,100000.01852884406,-0.077041558131586363,0.077046224368933366,-0.18529575926842975,0.18529576306650133,0.99985833537866742,0.2099676079354853,0.37978098807987032,0.99791002489502489,3,2,2295621,36729936,0,0.014673868384213249,0.18955617640179229,1763036928
35,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,16,C16,complete,results/FLOW/BC3_HIGH_v020/M1_108x36/C16,29.668197888,0,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C16,RMT_FINAL,16,108,36,3888,108,36,16,500,2,24443,0.20000000000000001,-0.20000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,29.330050027999953,6.6574694809999659,22.698459343384716,0.078178654000000014,29.411597823000001,24443,9447,0.38649101992390461,3,0.10309246387031426,2,1413705.8467635899,523510.31386455544,141.00754636676902,9.9743200956251907e-05,0.01641188845816129,453456,18.55156895634742,0.0064462314129833942,0.00098756531736878417,5.188221750277021e-08,293.03355479391433,1056.7298270810966,99999.980379327229,100000.01852884406,-0.077041558131586363,0.077046224368933366,-0.18529575926842975,0.18529576306650133,0.99985833537866742,0.2099676079354853,0.37978098807987032,0.99791002489502489,3,2,2295621,36729936,0,0.014673868384213249,0.18955617640179229,1763036928
36,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,1,C1,complete,results/FLOW/BC3_HIGH_v020/M2_216x72/C1,1077.878854656,0,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C1,RMT_FINAL,1,216,72,15552,216,72,16,500,2,46331,0.20000000000000001,-0.20000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1077.3797195799914,375.99536993399892,34.899057695329361,0.213885451,1077.60107702,46331,20747,0.44779952947270724,3,0.18330732303694597,3,6617916.0749913892,2531883.9870802304,77.923672685574275,1.1774654106002042e-05,0.031338283408266332,1327808,28.659169886253263,0.0018102094279797143,0.0001710303871073716,-4.1215129304661314e-09,293.01662713427572,1029.5072096066592,99999.976223250735,100000.02011258926,-0.088963542353825267,0.088963539346596177,-0.20858340684425328,0.20858340249080984,0.99994369619461509,0.20998699392362158,0.36833005252999013,0.99897877449977879,4,3,45373689,322657344,0,0.064367541585377303,0.20774999549036752,20650070016
37,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,2,C2,complete,results/FLOW/BC3_HIGH_v020/M2_216x72/C2,565.363502848,0,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C2,RMT_FINAL,2,216,72,15552,216,72,16,500,2,46331,0.20000000000000001,-0.20000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,564.87887003299625,195.35226806500364,34.583036900210573,0.21130491799999992,565.09611588200005,46331,20747,0.44779952947270724,3,0.18330732303694597,3,6617916.0749913892,2531883.9870802304,77.923672685574275,1.1774654106002042e-05,0.031338283408266332,1327808,28.659169886253263,0.0018102094279797143,0.00017103038710737157,-4.121512930466138e-09,293.01662713427572,1029.5072096066592,99999.976223250735,100000.02011258926,-0.088963542353825267,0.088963539346596177,-0.20858340684425328,0.20858340249080984,0.99994369619461509,0.20998699392362158,0.36833005252999013,0.99897877449977879,4,3,45373689,322657344,0,0.064367541585377303,0.20774999549036752,20650070016
38,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,4,C4,complete,results/FLOW/BC3_HIGH_v020/M2_216x72/C4,303.391789824,0,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C4,RMT_FINAL,4,216,72,15552,216,72,16,500,2,46331,0.20000000000000001,-0.20000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,302.94111926400058,103.93147999399913,34.307485311502781,0.21147740400000004,303.15719925399998,46331,20747,0.44779952947270724,3,0.18330732303694597,3,6617916.0749913892,2531883.9870802304,77.923672685574275,1.1774654106002042e-05,0.031338283408266332,1327808,28.659169886253263,0.0018102094279797143,0.00017103038710737173,-4.1215129304661297e-09,293.01662713427572,1029.5072096066592,99999.976223250735,100000.02011258926,-0.088963542353825267,0.088963539346596177,-0.20858340684425328,0.20858340249080984,0.99994369619461509,0.20998699392362158,0.36833005252999013,0.99897877449977879,4,3,45373689,322657344,0,0.064367541585377303,0.20774999549036752,20650070016
39,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,16,C16,complete,results/FLOW/BC3_HIGH_v020/M2_216x72/C16,123.123216128,0,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C16,RMT_FINAL,16,216,72,15552,216,72,16,500,2,46331,0.20000000000000001,-0.20000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,122.52343945100054,40.865625115000036,33.353312066743747,0.21095431999999997,122.743923021,46331,20747,0.44779952947270724,3,0.18330732303694597,3,6617916.0749913892,2531883.9870802304,77.923672685574275,1.1774654106002042e-05,0.031338283408266332,1327808,28.659169886253263,0.0018102094279797143,0.00017103038710737168,-4.1215129304661388e-09,293.01662713427572,1029.5072096066592,99999.976223250735,100000.02011258926,-0.088963542353825267,0.088963539346596177,-0.20858340684425328,0.20858340249080984,0.99994369619461509,0.20998699392362158,0.36833005252999013,0.99897877449977879,4,3,45373689,322657344,0,0.064367541585377303,0.20774999549036752,20650070016
40,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,1,C1,complete,results/FLOW/BC3_HIGH_v020/M3_432x144/C1,9281.482799104,0,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C1,RMT_FINAL,1,432,144,62208,432,144,16,500,2,88150,0.20000000000000001,-0.20000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,9280.6828961870433,3205.5939246780049,34.540496217094315,0.67019845400000011,9281.396453374,88150,35913,0.40740782756664778,4,0.18735821502703223,3,70045288.433250934,50775763.625814542,2424.2819825347979,3.4610207720751938e-05,0.036277907022845376,2873040,32.592626205331818,0.011330131627445006,0.0005896638637861776,-1.2703091839922546e-08,293.00759786783374,1031.0322185703567,99999.927340445764,100000.05603181227,-0.091714944928628542,0.091714943557257234,-0.20826683598079435,0.20826627840304274,0.99998219051341186,0.20999552503240626,0.37187592713945683,0.99943947188977655,5,4,706875579,2234075904,0,0.05896201927112614,0.24276939968058239,178726072320
41,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,2,C2,complete,results/FLOW/BC3_HIGH_v020/M3_432x144/C2,4783.986417920,0,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C2,RMT_FINAL,2,432,144,62208,432,144,16,500,2,88150,0.20000000000000001,-0.20000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,4783.2113114830045,1645.4006011709871,34.399496363894514,0.66025452900000003,4783.8976991629997,88150,35913,0.40740782756664778,4,0.18735821502703223,3,70045288.433250934,50775763.625814542,2424.2819825347979,3.4610207720751938e-05,0.036277907022845376,2873040,32.592626205331818,0.011330131627445006,0.00058966386378617413,-1.2703091839922541e-08,293.00759786783374,1031.0322185703567,99999.927340445764,100000.05603181227,-0.091714944928628542,0.091714943557257234,-0.20826683598079435,0.20826627840304274,0.99998219051341186,0.20999552503240626,0.37187592713945683,0.99943947188977655,5,4,706875579,2234075904,0,0.05896201927112614,0.24276939968058239,178726072320
42,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,4,C4,complete,results/FLOW/BC3_HIGH_v020/M3_432x144/C4,2491.746153472,0,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C4,RMT_FINAL,4,432,144,62208,432,144,16,500,2,88150,0.20000000000000001,-0.20000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,2490.952233323002,862.57063072900962,34.628148191276857,0.67884167799999995,2491.6476532319998,88150,35913,0.40740782756664778,4,0.18735821502703223,3,70045288.433250934,50775763.625814542,2424.2819825347979,3.4610207720751938e-05,0.036277907022845376,2873040,32.592626205331818,0.011330131627445006,0.00058966386378617652,-1.270309183992248e-08,293.00759786783374,1031.0322185703567,99999.927340445764,100000.05603181227,-0.091714944928628542,0.091714943557257234,-0.20826683598079435,0.20826627840304274,0.99998219051341186,0.20999552503240626,0.37187592713945683,0.99943947188977655,5,4,706875579,2234075904,0,0.05896201927112614,0.24276939968058239,178726072320
