array_index,case_id,study_family,group_dir,physical_case,mesh_name,Nx,Ny,velocity_m_per_s,stiffness_class,A,beta,Ta_K,threads,core_label,solver,cells,level0_Nx,level0_Ny,rbgs_omega,rbgs_max_sweeps,final_time_s,time_steps,vFuel_m_per_s,vOx_m_per_s,HfF_J_per_kg,rho_kg_per_m3,mu_Pa_s,cp_J_per_kgK,Pr,Sc,compute_time_s,pressure_time_s,pressure_fraction_pct,output_time_s,total_wall_s,pressure_solves,total_rbgs_sweeps,avg_rbgs_sweeps_per_pressure_solve,max_rbgs_sweeps_per_pressure_solve,mean_pressure_convergence_factor,final_pressure_sweeps,final_pressure_rhs_norm,final_pressure_initial_residual,final_pressure_abs_residual,final_pressure_rel_residual,final_pressure_convergence_factor,equivalent_fine_grid_smoothing_sweeps,equivalent_fine_grid_smoothing_sweeps_per_pressure_solve,mass_residual_max,mass_residual_l2,mass_residual_integral,Tmin_K,Tmax_K,pmin_Pa,pmax_Pa,umin_m_per_s,umax_m_per_s,vmin_m_per_s,vmax_m_per_s,YFmax,YOmax,YPmax,YN2max,run_complete,run_failed,node,job_id,launcher_wall_seconds
75,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M3_432x144__C16,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M3_432x144,432,144,0.1,intermediate,100000000,5,500,16,C16,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,307.94752258099999,32.241250117999819,10.469722194150579,0.59013457100000011,308.55077671700002,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911524,4.6785932986336956e-08,293.07747276059757,1085.0925404718896,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055471,0.38638700207636867,0.99892771996130436,1,0,orfoz185,6305234,308.695265024
76,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M4_864x288__C1,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M4_864x288,864,288,0.1,intermediate,100000000,5,500,1,C1,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,57164.614032575148,6265.7502605644077,10.960889645811099,2.3465557690000001,57167.287800427999,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.0079450188829399034,3.6542927984635162e-08,293.04118216288066,1082.7773297396286,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474552,0.20997921265776531,0.38528359831264469,0.99945565727867647,1,0,orfoz172,6305235,57167.397101312
77,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M4_864x288__C2,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M4_864x288,864,288,0.1,intermediate,100000000,5,500,2,C2,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,28957.977707438746,3213.6552774329889,11.097650912989906,2.4542070259999997,28960.616467494001,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.0079450188829399988,3.6542927984634904e-08,293.04118216288066,1082.7773297396286,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474552,0.20997921265776531,0.38528359831264469,0.99945565727867647,1,0,orfoz187,6305236,28960.757949696
78,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M4_864x288__C4,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M4_864x288,864,288,0.1,intermediate,100000000,5,500,4,C4,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,14865.619903769044,1725.9215887671303,11.610155512785163,2.3413926360000001,14868.062078523,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.00794501888294003,3.6542927984634249e-08,293.04118216288066,1082.7773297396286,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474552,0.20997921265776531,0.38528359831264469,0.99945565727867647,1,0,orfoz185,6305238,14868.196608256
79,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M4_864x288__C16,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M4_864x288,864,288,0.1,intermediate,100000000,5,500,16,C16,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,4302.529586756983,606.11983191695788,14.087522693221468,2.3435362759999996,4304.92888313,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.007945018882940056,3.6542927984633964e-08,293.04118216288066,1082.7773297396286,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474552,0.20997921265776531,0.38528359831264469,0.99945565727867647,1,0,orfoz185,6305239,4305.139231488
80,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M1_108x36__C1,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M1_108x36,108,36,0.1,high,1000000000,5,100,1,C1,SG_RBGS,3888,108,36,1,500000,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,77.2041615979998,1.5170568090000032,1.9649935671852525,0.068913858999999994,77.275443804999995,20033,36506,1.822293216193281,8963,0.4752485464340806,32,377873.17804643488,28937.278022020822,37.081220033927821,9.8131389546180224e-05,0.81211121977834133,36506,1.822293216193281,0.003343343875982896,0.00023371967410514328,2.8949923865679439e-09,293.37417503957579,1073.7657429799287,99999.995281712545,100000.00505114102,-0.03170525427195213,0.03170525427195213,-0.091589487773468758,0.091589487773468758,0.99909748812500654,0.20977343247755562,0.38157484996410024,0.99590625537749078,1,0,orfoz185,6305241,77.466254080
81,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M1_108x36__C2,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M1_108x36,108,36,0.1,high,1000000000,5,100,2,C2,SG_RBGS,3888,108,36,1,500000,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,43.057948053999837,1.1574693060000059,2.6881664322424288,0.069101792999999995,43.128708539000002,20033,36506,1.822293216193281,8963,0.4752485464340806,32,377873.17804643488,28937.278022020822,37.081220033927821,9.8131389546180224e-05,0.81211121977834133,36506,1.822293216193281,0.003343343875982896,0.00023371967410514287,2.8949923865679419e-09,293.37417503957579,1073.7657429799287,99999.995281712545,100000.00505114102,-0.03170525427195213,0.03170525427195213,-0.091589487773468758,0.091589487773468758,0.99909748812500654,0.20977343247755562,0.38157484996410024,0.99590625537749078,1,0,orfoz185,6305242,43.219095040
82,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M1_108x36__C4,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M1_108x36,108,36,0.1,high,1000000000,5,100,4,C4,SG_RBGS,3888,108,36,1,500000,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,25.818482744000008,0.94471160799999909,3.6590516079785589,0.069134970000000004,25.889195208,20033,36506,1.822293216193281,8963,0.4752485464340806,32,377873.17804643488,28937.278022020822,37.081220033927821,9.8131389546180224e-05,0.81211121977834133,36506,1.822293216193281,0.003343343875982896,0.00023371967410514298,2.8949923865679415e-09,293.37417503957579,1073.7657429799287,99999.995281712545,100000.00505114102,-0.03170525427195213,0.03170525427195213,-0.091589487773468758,0.091589487773468758,0.99909748812500654,0.20977343247755562,0.38157484996410024,0.99590625537749078,1,0,orfoz185,6305244,25.963506944
83,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M1_108x36__C16,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M1_108x36,108,36,0.1,high,1000000000,5,100,16,C16,SG_RBGS,3888,108,36,1,500000,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,18.820305018999981,1.2829514619999893,6.8168473396408267,0.069291543000000011,18.893741074000001,20033,36506,1.822293216193281,8963,0.4752485464340806,32,377873.17804643488,28937.278022020822,37.081220033927821,9.8131389546180224e-05,0.81211121977834133,36506,1.822293216193281,0.003343343875982896,0.00023371967410514298,2.8949923865679394e-09,293.37417503957579,1073.7657429799287,99999.995281712545,100000.00505114102,-0.03170525427195213,0.03170525427195213,-0.091589487773468758,0.091589487773468758,0.99909748812500654,0.20977343247755562,0.38157484996410024,0.99590625537749078,1,0,orfoz185,6305245,18.966564864
84,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M2_216x72__C1,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M2_216x72,216,72,0.1,high,1000000000,5,100,1,C1,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,392.45672883700047,16.135970378999893,4.1115285312643133,0.16897216300000001,392.63001806699998,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704089001,1.2374438774300655e-08,293.15671078106925,1074.9179774494035,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981825,0.20991259768687931,0.38120943406907615,0.99796728966834691,1,0,orfoz185,6305246,392.716148992
85,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M2_216x72__C2,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M2_216x72,216,72,0.1,high,1000000000,5,100,2,C2,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,207.71850831399979,9.6581058570000557,4.6496125624011713,0.169844781,207.891831782,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704089001,1.2374438774300636e-08,293.15671078106925,1074.9179774494035,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981825,0.20991259768687931,0.38120943406907615,0.99796728966834691,1,0,orfoz185,6305247,207.969689600
86,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M2_216x72__C4,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M2_216x72,216,72,0.1,high,1000000000,5,100,4,C4,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,113.65345447999903,6.3657882650000071,5.6010512783140012,0.17024366799999996,113.82642073,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704088991,1.237443877430061e-08,293.15671078106925,1074.9179774494035,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981825,0.20991259768687931,0.38120943406907615,0.99796728966834691,1,0,orfoz185,6305248,113.954908672
87,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M2_216x72__C16,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M2_216x72,216,72,0.1,high,1000000000,5,100,16,C16,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,48.78868480299991,4.7275202380000145,9.6897882307934839,0.16946197499999999,48.963524616000001,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704088958,1.237443877430063e-08,293.15671078106925,1074.9179774494035,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981825,0.20991259768687931,0.38120943406907615,0.99796728966834691,1,0,orfoz185,6305249,49.135252992
88,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M3_432x144__C1,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M3_432x144,432,144,0.1,high,1000000000,5,100,1,C1,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3392.0064221220036,206.82676585799527,6.0974756565645478,0.60233415800000001,3392.636277095,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911658,4.6785932986336778e-08,293.07747276060138,1085.0925404736706,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055468,0.38638700207631749,0.99892771996130392,1,0,orfoz185,6305250,3392.758831616
89,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M3_432x144__C2,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M3_432x144,432,144,0.1,high,1000000000,5,100,2,C2,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1761.3518166970075,115.26389775099851,6.5440587540965147,0.60140003400000008,1761.968804912,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911428,4.6785932986336897e-08,293.07747276060138,1085.0925404736706,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055468,0.38638700207631749,0.99892771996130392,1,0,orfoz185,6305251,1762.225223424
90,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M3_432x144__C4,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M3_432x144,432,144,0.1,high,1000000000,5,100,4,C4,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,923.7157854990021,65.298866640999194,7.0691513197129119,0.58894250400000003,924.31576188300005,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911519,4.6785932986336936e-08,293.07747276060138,1085.0925404736706,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055468,0.38638700207631749,0.99892771996130392,1,0,orfoz185,6305252,924.495469568
91,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M3_432x144__C16,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M3_432x144,432,144,0.1,high,1000000000,5,100,16,C16,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,300.55642825699994,31.601074772000281,10.514190282091993,0.59074244300000001,301.158924705,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911524,4.678593298633695e-08,293.07747276060138,1085.0925404736706,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055468,0.38638700207631749,0.99892771996130392,1,0,orfoz197,6305253,301.394134016
92,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M4_864x288__C1,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M4_864x288,864,288,0.1,high,1000000000,5,100,1,C1,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,56169.714907944617,6273.1620895102842,11.168228465804464,2.3378146579999997,56172.384455934,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.0079450188829399034,3.6542927984635162e-08,293.04118216288407,1082.777329735552,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474552,0.20997921265776523,0.38528359831248116,0.99945565727867525,1,0,orfoz197,6305254,56172.656019456
93,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M4_864x288__C2,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M4_864x288,864,288,0.1,high,1000000000,5,100,2,C2,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,28445.179575566508,3206.4437790427992,11.272362582646625,2.3301890179999996,28447.693148389,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.0079450188829399988,3.6542927984634904e-08,293.04118216288407,1082.777329735552,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474552,0.20997921265776523,0.38528359831248116,0.99945565727867525,1,0,orfoz185,6305255,28447.888489216
94,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M4_864x288__C4,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M4_864x288,864,288,0.1,high,1000000000,5,100,4,C4,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,14639.919059633759,1719.7586081131005,11.74704997416921,2.340270351,14642.352343008,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.00794501888294003,3.6542927984634249e-08,293.04118216288407,1082.777329735552,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474552,0.20997921265776523,0.38528359831248116,0.99945565727867525,1,0,orfoz187,6305256,14642.590386688
95,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M4_864x288__C16,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M4_864x288,864,288,0.1,high,1000000000,5,100,16,C16,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,4238.4985868829726,606.1365073839446,14.30073633290279,2.3403888269999999,4240.9015962470003,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.0079450188829400577,3.6542927984633964e-08,293.04118216288407,1082.777329735552,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474552,0.20997921265776523,0.38528359831248116,0.99945565727867525,1,0,orfoz187,6300148,4241.121347840
