array_index,case_id,study_family,group_dir,physical_case,mesh_name,Nx,Ny,velocity_m_per_s,stiffness_class,A,beta,Ta_K,threads,core_label,solver,cells,level0_Nx,level0_Ny,rbgs_omega,rbgs_max_sweeps,final_time_s,time_steps,vFuel_m_per_s,vOx_m_per_s,HfF_J_per_kg,rho_kg_per_m3,mu_Pa_s,cp_J_per_kgK,Pr,Sc,compute_time_s,pressure_time_s,pressure_fraction_pct,output_time_s,total_wall_s,pressure_solves,total_rbgs_sweeps,avg_rbgs_sweeps_per_pressure_solve,max_rbgs_sweeps_per_pressure_solve,mean_pressure_convergence_factor,final_pressure_sweeps,final_pressure_rhs_norm,final_pressure_initial_residual,final_pressure_abs_residual,final_pressure_rel_residual,final_pressure_convergence_factor,equivalent_fine_grid_smoothing_sweeps,equivalent_fine_grid_smoothing_sweeps_per_pressure_solve,mass_residual_max,mass_residual_l2,mass_residual_integral,Tmin_K,Tmax_K,pmin_Pa,pmax_Pa,umin_m_per_s,umax_m_per_s,vmin_m_per_s,vmax_m_per_s,YFmax,YOmax,YPmax,YN2max,run_complete,run_failed,node,job_id,launcher_wall_seconds
20,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,1,C1,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,418.1111606630011,16.15865617199993,3.8646794661919723,0.168698871,418.28458878399999,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704089001,1.2374438774300655e-08,293.1567107809895,1074.9179774224856,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981803,0.20991259768688009,0.38120943406921476,0.99796728966836123,1,0,orfoz194,6300931,418.363109376
21,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,2,C2,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,220.43953488000025,9.6825964709999699,4.392404691050924,0.16966785300000001,220.61269160500001,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704089001,1.2374438774300636e-08,293.1567107809895,1074.9179774224856,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981803,0.20991259768688009,0.38120943406921476,0.99796728966836123,1,0,orfoz194,6300957,220.688146688
22,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,4,C4,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,120.39081772900047,6.3572215619999266,5.2804870686317802,0.16892490600000001,120.56311608999999,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704089001,1.237443877430061e-08,293.1567107809895,1074.9179774224856,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981803,0.20991259768688009,0.38120943406921476,0.99796728966836123,1,0,orfoz194,6300962,120.649335808
23,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,16,C16,SG_RBGS,15552,216,72,1,500000,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,50.426805575000095,4.7645037000000299,9.4483551866353199,0.16863695100000003,50.599546705999998,22254,123275,5.5394535813786288,32281,0.95180154433327002,161,7055291.9471623674,5843368.8568303362,699.57227762211915,9.9155680992547233e-05,0.94545486960812808,123275,5.5394535813786288,0.0078217007591376841,0.00074080057704088958,1.2374438774300631e-08,293.1567107809895,1074.9179774224856,99999.977279466722,100000.02001239543,-0.029271408967424747,0.029271408967424747,-0.10307982744953952,0.10307982744953952,0.99965405176981803,0.20991259768688009,0.38120943406921476,0.99796728966836123,1,0,orfoz194,6300968,50.678466048
24,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,1,C1,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3621.6605556930053,209.59924975699687,5.7873797539507406,0.59868323800000001,3622.2870507140001,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911658,4.6785932986336778e-08,293.07747276055318,1085.0925404524764,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055521,0.38638700207696952,0.99892771996131058,1,0,orfoz194,6300973,3622.402127360
25,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,2,C2,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1862.6915798310015,113.29618640900104,6.082391075138708,0.59847722000000003,1863.3051851590001,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911428,4.6785932986336897e-08,293.07747276055318,1085.0925404524764,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055521,0.38638700207696952,0.99892771996131058,1,0,orfoz194,6301069,1863.390071552
26,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,4,C4,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,983.22802894599317,66.217842754999722,6.7347391251635011,0.58806572000000001,983.82578115399997,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911519,4.6785932986336936e-08,293.07747276055318,1085.0925404524764,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055521,0.38638700207696952,0.99892771996131058,1,0,orfoz194,6301182,983.931097344
27,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,16,C16,SG_RBGS,62208,432,144,1,500000,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,314.1376185780029,30.893959922999507,9.8345305038111146,0.59405487099999998,314.74418641900002,48573,415092,8.5457352850348958,114529,0.97412313828047026,107,9351168.347139826,3055833.3959963471,927.01839002594352,9.9133964400232823e-05,0.92708831896297228,415092,8.5457352850348958,0.021826143045546476,0.0036180171587911524,4.678593298633695e-08,293.07747276055318,1085.0925404524764,99999.988842699109,100000.00885008447,-0.027429313525419947,0.027429313525419947,-0.10293100094623639,0.10293100094623639,0.99984883356931542,0.20996139624055521,0.38638700207696952,0.99892771996131058,1,0,orfoz194,6301318,314.822590976
28,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,1,C1,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,58734.645554996096,6272.2378563075472,10.678940507837995,2.3327242110000004,58737.302593847002,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.0079450188829399034,3.6542927984635162e-08,293.04118216280744,1082.7773296981759,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474929,0.20997921265775743,0.38528359827568637,0.99945565727881824,1,0,orfoz194,6301326,58737.400989440
29,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,2,C2,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,29743.255968731919,3213.3728896099542,10.803702503142443,2.3220546670000002,29745.750725472,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.0079450188829399988,3.6542927984634904e-08,293.04118216280744,1082.7773296981759,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474929,0.20997921265775743,0.38528359827568637,0.99945565727881824,1,0,orfoz178,6301445,29745.887794176
30,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,4,C4,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,15270.383560076154,1723.4645942820857,11.286321574711582,2.3470371129999998,15272.828078637,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.00794501888294003,3.6542927984634249e-08,293.04118216280744,1082.7773296981759,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474929,0.20997921265775743,0.38528359827568637,0.99945565727881824,1,0,orfoz172,6304161,15272.908487680
31,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,16,C16,SG_RBGS,248832,864,288,1,500000,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,4405.3824275760098,601.35253224993676,13.650404752279844,2.3364803360000002,4407.7819663139999,194042,3349714,17.262829696663609,395007,0.92464268353347456,39,56249482.30761756,7219176.19824256,5583.4538175723792,9.9262314754072726e-05,0.83217713056468767,3349714,17.262829696663609,0.046996603917154545,0.007945018882940056,3.6542927984633964e-08,293.04118216280744,1082.7773296981759,99999.980375414976,100000.01550551764,-0.027334814388020538,0.027334814388020538,-0.10169373056317027,0.10169373056317027,0.99991890579474929,0.20997921265775743,0.38528359827568637,0.99945565727881824,1,0,orfoz178,6304171,4407.892211968
32,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,1,C1,SG_RBGS,3888,108,36,1,500000,2,24443,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,102.02165848200012,1.8505572540000028,1.8138866604746484,0.078594460000000005,102.10248906,24443,44514,1.821134885243219,8963,0.63769035011099795,90,1529204.7610519032,638937.61261440325,152.45271258242428,9.9694113218399687e-05,0.91149011542848313,44514,1.821134885243219,0.0063489416666868692,0.0010059482705001902,1.1244472220656477e-07,293.03353978425514,1057.5810989524582,99999.979258884472,100000.0191507901,-0.077040254278430573,0.077040254278430573,-0.18528416118458585,0.18528416118458585,0.99985719354879743,0.20996738753719793,0.38038966600978807,0.99792302048854908,1,0,orfoz178,6304534,102.210978048
33,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,2,C2,SG_RBGS,3888,108,36,1,500000,2,24443,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,55.953592781999546,1.4084869400000108,2.5172412886650695,0.078671879,56.034301495000001,24443,44514,1.821134885243219,8963,0.63769035011099795,90,1529204.7610519032,638937.61261440325,152.45271258242428,9.9694113218399687e-05,0.91149011542848313,44514,1.821134885243219,0.0063489416666868692,0.0010059482705001904,1.124447222065647e-07,293.03353978425514,1057.5810989524582,99999.979258884472,100000.0191507901,-0.077040254278430573,0.077040254278430573,-0.18528416118458585,0.18528416118458585,0.99985719354879743,0.20996738753719793,0.38038966600978807,0.99792302048854908,1,0,orfoz178,6304540,56.134925056
34,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,4,C4,SG_RBGS,3888,108,36,1,500000,2,24443,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,33.213725518999937,1.1553201760000205,3.4784419933232686,0.078484058999999995,33.294616777999998,24443,44514,1.821134885243219,8963,0.63769035011099795,90,1529204.7610519032,638937.61261440325,152.45271258242428,9.9694113218399687e-05,0.91149011542848313,44514,1.821134885243219,0.0063489416666868692,0.001005948270500191,1.1244472220656481e-07,293.03353978425514,1057.5810989524582,99999.979258884472,100000.0191507901,-0.077040254278430573,0.077040254278430573,-0.18528416118458585,0.18528416118458585,0.99985719354879743,0.20996738753719793,0.38038966600978807,0.99792302048854908,1,0,orfoz178,6304544,33.518237184
35,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,16,C16,SG_RBGS,3888,108,36,1,500000,2,24443,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,23.27099193600003,1.5565628809999865,6.6888548854335541,0.078564501000000009,23.353953678,24443,44514,1.821134885243219,8963,0.63769035011099795,90,1529204.7610519032,638937.61261440325,152.45271258242428,9.9694113218399687e-05,0.91149011542848313,44514,1.821134885243219,0.0063489416666868692,0.0010059482705001908,1.124447222065648e-07,293.03353978425514,1057.5810989524582,99999.979258884472,100000.0191507901,-0.077040254278430573,0.077040254278430573,-0.18528416118458585,0.18528416118458585,0.99985719354879743,0.20996738753719793,0.38038966600978807,0.99792302048854908,1,0,orfoz178,6304549,23.577047040
36,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,1,C1,SG_RBGS,15552,216,72,1,500000,2,46331,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,721.30028314899982,17.259270006000012,2.3927995606283083,0.2095051319999999,721.517032384,46331,115072,2.4836934234098118,32282,0.7558561905692136,111,6762373.5715197269,2676340.8542345706,674.88703657977749,9.9800318548226588e-05,0.92807439250465273,115072,2.4836934234098118,0.015274641497960317,0.0015173876894424838,1.2891778922661278e-07,293.01662751526237,1029.4864726898104,99999.976329796264,100000.02059606502,-0.088962200351044865,0.088962200351044865,-0.20858000919193073,0.20858000919193073,0.99994378782360038,0.20998701000336878,0.36832029730896582,0.99897879710480286,1,0,orfoz178,6304551,721.609769216
37,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,2,C2,SG_RBGS,15552,216,72,1,500000,2,46331,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,383.88778139399955,10.54383780999974,2.7465937497964212,0.21665632699999995,384.110763545,46331,115072,2.4836934234098118,32282,0.7558561905692136,111,6762373.5715197269,2676340.8542345706,674.88703657977749,9.9800318548226588e-05,0.92807439250465273,115072,2.4836934234098118,0.015274641497960317,0.0015173876894424845,1.2891778922661273e-07,293.01662751526237,1029.4864726898104,99999.976329796264,100000.02059606502,-0.088962200351044865,0.088962200351044865,-0.20858000919193073,0.20858000919193073,0.99994378782360038,0.20998701000336878,0.36832029730896582,0.99897879710480286,1,0,orfoz178,6304587,384.187804672
38,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,4,C4,SG_RBGS,15552,216,72,1,500000,2,46331,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,205.5672621130002,6.8515896590000116,3.3330159620619439,0.20844242500000001,205.781117765,46331,115072,2.4836934234098118,32282,0.7558561905692136,111,6762373.5715197269,2676340.8542345706,674.88703657977749,9.9800318548226588e-05,0.92807439250465273,115072,2.4836934234098118,0.015274641497960317,0.001517387689442486,1.289177892266128e-07,293.01662751526237,1029.4864726898104,99999.976329796264,100000.02059606502,-0.088962200351044865,0.088962200351044865,-0.20858000919193073,0.20858000919193073,0.99994378782360038,0.20998701000336878,0.36832029730896582,0.99897879710480286,1,0,orfoz178,6304608,205.859114752
39,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,16,C16,SG_RBGS,15552,216,72,1,500000,2,46331,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,85.932571959000228,5.23824212600001,6.0957585774335454,0.20947998400000001,86.148395863000005,46331,115072,2.4836934234098118,32282,0.7558561905692136,111,6762373.5715197269,2676340.8542345706,674.88703657977749,9.9800318548226588e-05,0.92807439250465273,115072,2.4836934234098118,0.015274641497960317,0.0015173876894424862,1.2891778922661302e-07,293.01662751526237,1029.4864726898104,99999.976329796264,100000.02059606502,-0.088962200351044865,0.088962200351044865,-0.20858000919193073,0.20858000919193073,0.99994378782360038,0.20998701000336878,0.36832029730896582,0.99897879710480286,1,0,orfoz178,6304625,86.232011520
40,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,1,C1,SG_RBGS,62208,432,144,1,500000,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,6346.3770118210705,266.20681505699747,4.1946265493075456,0.66075326700000003,6347.0798735609997,88150,506503,5.7459217243335221,114542,0.95739508397385042,152,33582269.210895807,14311939.380817682,3339.229519515764,9.9434302623967617e-05,0.94646578697565475,506503,5.7459217243335221,0.036326246834357923,0.0025870574318835157,1.1683664877752774e-07,293.00759804821041,1031.0211948548888,99999.966135123337,100000.02474636836,-0.09171556255308487,0.09171556255308487,-0.20837020433441641,0.20837020433441641,0.99998302465324485,0.20999599490404483,0.37187371397772057,0.99943947055524984,1,0,orfoz178,6304632,6347.184942080
41,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,2,C2,SG_RBGS,62208,432,144,1,500000,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3292.8482154480034,145.52648127100318,4.4194712828937304,0.65215938800000006,3293.5255715909998,88150,506503,5.7459217243335221,114542,0.95739508397385042,152,33582269.210895807,14311939.380817682,3339.229519515764,9.9434302623967617e-05,0.94646578697565475,506503,5.7459217243335221,0.036326246834357923,0.0025870574318835344,1.1683664877752746e-07,293.00759804821041,1031.0211948548888,99999.966135123337,100000.02474636836,-0.09171556255308487,0.09171556255308487,-0.20837020433441641,0.20837020433441641,0.99998302465324485,0.20999599490404483,0.37187371397772057,0.99943947055524984,1,0,orfoz178,6305133,3293.607263488
42,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,4,C4,SG_RBGS,62208,432,144,1,500000,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1716.233320138987,82.64874359400261,4.815705570109162,0.66036265900000002,1716.911125894,88150,506503,5.7459217243335221,114542,0.95739508397385042,152,33582269.210895807,14311939.380817682,3339.229519515764,9.9434302623967617e-05,0.94646578697565475,506503,5.7459217243335221,0.036326246834357923,0.0025870574318835396,1.1683664877752743e-07,293.00759804821041,1031.0211948548888,99999.966135123337,100000.02474636836,-0.09171556255308487,0.09171556255308487,-0.20837020433441641,0.20837020433441641,0.99998302465324485,0.20999599490404483,0.37187371397772057,0.99943947055524984,1,0,orfoz172,6305170,1717.004222976
43,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,16,C16,SG_RBGS,62208,432,144,1,500000,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,546.0141579490039,39.256120505000183,7.1895792322415542,0.655706185,546.68919971399998,88150,506503,5.7459217243335221,114542,0.95739508397385042,152,33582269.210895807,14311939.380817682,3339.229519515764,9.9434302623967617e-05,0.94646578697565475,506503,5.7459217243335221,0.036326246834357923,0.0025870574318835379,1.1683664877752797e-07,293.00759804821041,1031.0211948548888,99999.966135123337,100000.02474636836,-0.09171556255308487,0.09171556255308487,-0.20837020433441641,0.20837020433441641,0.99998302465324485,0.20999599490404483,0.37187371397772057,0.99943947055524984,1,0,orfoz217,6305194,546.819294976
44,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,1,C1,SG_RBGS,248832,864,288,1,500000,2,194178,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,57494.119221670255,4559.9628657918693,7.9311813582373514,2.3337811640000004,57496.787870066,194178,2397117,12.344946389395297,395143,0.98004571712812638,57,104819345.49496961,4139172.9637196064,10388.191704238765,9.910567228963765e-05,0.9002837477863691,2397117,12.344946389395297,0.10068551565390793,0.014433695030853779,5.1756604422103845e-08,293.004683012469,1036.7118313717206,99999.95806165447,100000.03117239432,-0.089890261764255103,0.089890261764255103,-0.20591763375542935,0.20591763375542935,0.99998828907918413,0.20999727590053063,0.37465331355555531,0.99968919022916569,1,0,orfoz226,6305197,57496.947753984
45,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,2,C2,SG_RBGS,248832,864,288,1,500000,2,194178,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,29044.475744604933,2345.8214624178549,8.0766527963707375,2.9084134010000002,29047.556916330999,194178,2397117,12.344946389395297,395143,0.98004571712812638,57,104819345.49496961,4139172.9637196064,10388.191704238765,9.910567228963765e-05,0.9002837477863691,2397117,12.344946389395297,0.10068551565390793,0.014433695030854158,5.1756604422103766e-08,293.004683012469,1036.7118313717206,99999.95806165447,100000.03117239432,-0.089890261764255103,0.089890261764255103,-0.20591763375542935,0.20591763375542935,0.99998828907918413,0.20999727590053063,0.37465331355555531,0.99968919022916569,1,0,orfoz266,6305199,29047.718541568
46,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,4,C4,SG_RBGS,248832,864,288,1,500000,2,194178,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,14890.468393514057,1257.2147465830221,8.4430839471150261,2.3412651949999996,14892.905265271,194178,2397117,12.344946389395297,395143,0.98004571712812638,57,104819345.49496961,4139172.9637196064,10388.191704238765,9.910567228963765e-05,0.9002837477863691,2397117,12.344946389395297,0.10068551565390793,0.0144336950308543,5.1756604422103898e-08,293.004683012469,1036.7118313717206,99999.95806165447,100000.03117239432,-0.089890261764255103,0.089890261764255103,-0.20591763375542935,0.20591763375542935,0.99998828907918413,0.20999727590053063,0.37465331355555531,0.99968919022916569,1,0,orfoz187,6305200,14893.002791680
47,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,16,C16,SG_RBGS,248832,864,288,1,500000,2,194178,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,4294.7655997490128,441.31571032101675,10.275664645046223,2.3522857629999998,4297.188338424,194178,2397117,12.344946389395297,395143,0.98004571712812638,57,104819345.49496961,4139172.9637196064,10388.191704238765,9.910567228963765e-05,0.9002837477863691,2397117,12.344946389395297,0.10068551565390793,0.014433695030854392,5.1756604422103865e-08,293.004683012469,1036.7118313717206,99999.95806165447,100000.03117239432,-0.089890261764255103,0.089890261764255103,-0.20591763375542935,0.20591763375542935,0.99998828907918413,0.20999727590053063,0.37465331355555531,0.99968919022916569,1,0,orfoz172,6305201,4297.326856704
