array_index,case_id,study_family,group_dir,physical_case,mesh_name,Nx,Ny,velocity_m_per_s,stiffness_class,A,beta,Ta_K,threads,core_label,solver,cells,level0_Nx,level0_Ny,level1_Nx,level1_Ny,level2_Nx,level2_Ny,mg_pre_sweeps,mg_post_sweeps,mg_coarse_sweeps,mg_omega,final_time_s,time_steps,vFuel_m_per_s,vOx_m_per_s,HfF_J_per_kg,rho_kg_per_m3,mu_Pa_s,cp_J_per_kgK,Pr,Sc,compute_time_s,pressure_time_s,pressure_fraction_pct,output_time_s,total_wall_s,pressure_solves,total_wcycles,avg_wcycles_per_pressure_solve,max_wcycles_per_pressure_solve,mean_pressure_convergence_factor,final_pressure_cycles,final_pressure_rhs_norm,final_pressure_initial_residual,final_pressure_abs_residual,final_pressure_rel_residual,final_pressure_convergence_factor,restrictions,prolongations,fine_pre_sweeps,fine_post_sweeps,level1_pre_sweeps,level1_post_sweeps,coarse_sweeps,equivalent_fine_grid_smoothing_sweeps,equivalent_fine_grid_smoothing_sweeps_per_pressure_solve,mass_residual_max,mass_residual_l2,mass_residual_integral,Tmin_K,Tmax_K,pmin_Pa,pmax_Pa,umin_m_per_s,umax_m_per_s,vmin_m_per_s,vmax_m_per_s,YFmax,YOmax,YPmax,YN2max,run_complete,run_failed,node,job_id,launcher_wall_seconds
20,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,1,C1,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,412.00310323099751,12.222957894999952,2.9667150075194733,0.166573795,412.17401682799999,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233972,1.0478815422798174e-09,293.15671139623788,1074.9007381745359,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065562,0.20991255096409867,0.38120898339915765,0.99796729099826109,1,0,orfoz193,6267703,412.274519808
21,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,2,C2,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,219.99967656700011,9.1864261309999939,4.1756543802019186,0.167613506,220.17075244899999,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233905,1.0478815422798195e-09,293.15671139623788,1074.9007381745359,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065562,0.20991255096409867,0.38120898339915765,0.99796729099826109,1,0,orfoz193,6267708,220.267076608
22,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,4,C4,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,122.66919767699989,8.1892937050000079,6.6759169050434544,0.16711197900000002,122.839185734,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233924,1.0478815422798197e-09,293.15671139623788,1074.9007381745359,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065562,0.20991255096409867,0.38120898339915765,0.99796729099826109,1,0,orfoz193,6267711,122.911721728
23,FLOW_INTENSITY__BC2_NOMINAL_v010__M2_216x72__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M2_216x72,216,72,0.1,nominal_chemistry,10000000,5,1000,16,C16,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,58.610548854000015,12.310582059999955,21.004038182044411,0.16731963799999999,58.782795397000001,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233951,1.0478815422798185e-09,293.15671139623788,1074.9007381745359,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065562,0.20991255096409867,0.38120898339915765,0.99796729099826109,1,0,orfoz193,6267713,58.851192832
24,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,1,C1,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3489.3266550280055,54.795263433000677,1.5703678345517607,0.59692580000000006,3489.951078861,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416997,7.881180802732253e-09,293.07746797380213,1085.1425467922234,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715156,0.20996141775701518,0.38641564674633028,0.99892779718054803,1,0,orfoz193,6267716,3490.041524992
25,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,2,C2,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1802.2814743089937,33.388017115000125,1.852541769470349,0.59217454700000016,1802.890637023,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416835,7.8811808027322166e-09,293.07746797380213,1085.1425467922234,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715156,0.20996141775701518,0.38641564674633028,0.99892779718054803,1,0,orfoz193,6267741,1802.969870592
26,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,4,C4,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,937.95072773999698,20.919012249999991,2.2302890366538328,0.58929084900000006,938.54994096200005,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416862,7.8811808027321752e-09,293.07746797380213,1085.1425467922234,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715156,0.20996141775701518,0.38641564674633028,0.99892779718054803,1,0,orfoz193,6267756,938.629466368
27,FLOW_INTENSITY__BC2_NOMINAL_v010__M3_432x144__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M3_432x144,432,144,0.1,nominal_chemistry,10000000,5,1000,16,C16,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,302.87687099599668,17.321078346000029,5.7188514557220751,0.59310136499999999,303.48360370500001,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416894,7.8811808027321785e-09,293.07746797380213,1085.1425467922234,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715156,0.20996141775701518,0.38641564674633028,0.99892779718054803,1,0,orfoz193,6267767,303.554849280
28,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C1,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,1,C1,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,54091.330398775062,1439.6429326599784,2.6615040193069093,2.539079493,54094.216587789,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949184136,4.2996121243720342e-08,293.04119606740875,1082.75719636859,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802839,0.20997910421371732,0.3852692839228144,0.99945536202003027,1,0,orfoz182,6267768,54094.426620672
29,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C2,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,2,C2,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,27449.90620301661,780.37824578204311,2.8429177134903409,2.3489074679999997,27452.442794012,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949182922,4.2996121243719634e-08,293.04119606740875,1082.75719636859,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802839,0.20997910421371732,0.3852692839228144,0.99945536202003027,1,0,orfoz193,6267769,27452.595245568
30,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C4,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,4,C4,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,14086.044615012113,442.97550649900171,3.144782787546359,2.3297957520000003,14088.472064434,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949182835,4.2996121243719475e-08,293.04119606740875,1082.75719636859,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802839,0.20997910421371732,0.3852692839228144,0.99945536202003027,1,0,orfoz178,6268799,14088.595443200
31,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,16,C16,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,4033.4307707899975,213.32508588100063,5.2889239459840356,2.3390258039999998,4035.8490841779999,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949182813,4.2996121243719469e-08,293.04119606740875,1082.75719636859,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802839,0.20997910421371732,0.3852692839228144,0.99945536202003027,1,0,orfoz193,6268846,4036.200862464
32,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,1,C1,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,24443,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,104.54887101699994,4.1400067550000017,3.9598770553216447,0.076756507000000002,104.63008240000001,24443,12821,0.52452644929018533,8,0.061345146438827082,4,1260252.4162603053,370005.23263617838,89.287622915144311,7.0848999583827762e-05,0.12463667333301813,38463,38463,38463,38463,76926,76926,1025680,179494,7.3433702900625946,0.0046908913047190026,0.00033673623490900178,7.6505850604217261e-10,293.03369792292034,1055.9223658293733,99999.982412904981,100000.0181422067,-0.077048749473887082,0.077048165947363717,-0.18531757090467918,0.18531757609731131,0.99985764161727375,0.20996747976711336,0.37940425127647998,0.99790075455395932,1,0,orfoz250,6269034,104.779387648
33,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,2,C2,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,24443,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,60.093888959000196,5.2639400900000251,8.7595264363593,0.077115350999999999,60.173183481999999,24443,12821,0.52452644929018533,8,0.061345146438827082,4,1260252.4162603053,370005.23263617838,89.287622915144311,7.0848999583827762e-05,0.12463667333301813,38463,38463,38463,38463,76926,76926,1025680,179494,7.3433702900625946,0.0046908913047190026,0.00033673623490900118,7.650585060421752e-10,293.03369792292034,1055.9223658293733,99999.982412904981,100000.0181422067,-0.077048749473887082,0.077048165947363717,-0.18531757090467918,0.18531757609731131,0.99985764161727375,0.20996747976711336,0.37940425127647998,0.99790075455395932,1,0,orfoz250,6269039,60.261503488
34,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,4,C4,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,24443,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,38.754213214000139,6.4499943469999623,16.64333710346072,0.076684814000000004,38.835250739999999,24443,12821,0.52452644929018533,8,0.061345146438827082,4,1260252.4162603053,370005.23263617838,89.287622915144311,7.0848999583827762e-05,0.12463667333301813,38463,38463,38463,38463,76926,76926,1025680,179494,7.3433702900625946,0.0046908913047190026,0.00033673623490900129,7.6505850604217602e-10,293.03369792292034,1055.9223658293733,99999.982412904981,100000.0181422067,-0.077048749473887082,0.077048165947363717,-0.18531757090467918,0.18531757609731131,0.99985764161727375,0.20996747976711336,0.37940425127647998,0.99790075455395932,1,0,orfoz219,6269040,38.938225920
35,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,16,C16,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,24443,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,34.786005608000039,12.527627539999983,36.013412063381303,0.076926914000000013,34.866258381999998,24443,12821,0.52452644929018533,8,0.061345146438827082,4,1260252.4162603053,370005.23263617838,89.287622915144311,7.0848999583827762e-05,0.12463667333301813,38463,38463,38463,38463,76926,76926,1025680,179494,7.3433702900625946,0.0046908913047190026,0.00033673623490900145,7.6505850604217551e-10,293.03369792292034,1055.9223658293733,99999.982412904981,100000.0181422067,-0.077048749473887082,0.077048165947363717,-0.18531757090467918,0.18531757609731131,0.99985764161727375,0.20996747976711336,0.37940425127647998,0.99790075455395932,1,0,orfoz219,6269046,34.947816448
36,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,1,C1,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,46332,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,724.17038722899713,24.181823482000294,3.3392450048297158,0.20751783899999993,724.38534076999997,46332,21576,0.46568246568246568,25,0.038966320921525133,5,15020015.498646069,10933982.550900696,1058.2154802432051,7.0453687636913188e-05,0.1574559754606768,64728,64728,64728,64728,129456,129456,1726080,302064,6.5195545195545197,0.0096946078769661881,0.00043350038076898732,1.8580171629479119e-08,293.01662711445334,1029.5117943628638,99999.945143269666,100000.03785847084,-0.088963859746677157,0.088963844359642344,-0.20845047581270129,0.20845041442421997,0.99994374592010371,0.20998699132718665,0.36833029616772495,0.9989787755100219,1,0,orfoz219,6269048,724.492155392
37,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,2,C2,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,46332,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,386.60386663400186,18.11169945200006,4.6848210830613386,0.39856732900000003,387.00983821800003,46332,21576,0.46568246568246568,25,0.038966320921525133,5,15020015.498646069,10933982.550900696,1058.2154802432051,7.0453687636913188e-05,0.1574559754606768,64728,64728,64728,64728,129456,129456,1726080,302064,6.5195545195545197,0.0096946078769661881,0.0004335003807689864,1.858017162947904e-08,293.01662711445334,1029.5117943628638,99999.945143269666,100000.03785847084,-0.088963859746677157,0.088963844359642344,-0.20845047581270129,0.20845041442421997,0.99994374592010371,0.20998699132718665,0.36833029616772495,0.9989787755100219,1,0,orfoz176,6269077,387.137036544
38,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,4,C4,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,46332,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,216.15605721400129,16.177132092000054,7.4840059078169547,0.20890737800000003,216.369839141,46332,21576,0.46568246568246568,25,0.038966320921525133,5,15020015.498646069,10933982.550900696,1058.2154802432051,7.0453687636913188e-05,0.1574559754606768,64728,64728,64728,64728,129456,129456,1726080,302064,6.5195545195545197,0.0096946078769661881,0.00043350038076898678,1.8580171629479006e-08,293.01662711445334,1029.5117943628638,99999.945143269666,100000.03785847084,-0.088963859746677157,0.088963844359642344,-0.20845047581270129,0.20845041442421997,0.99994374592010371,0.20998699132718665,0.36833029616772495,0.9989787755100219,1,0,orfoz176,6269093,216.446543616
39,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,16,C16,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,46332,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,105.60247520299994,24.549328054999634,23.246924854562725,0.20875297500000001,105.818091901,46332,21576,0.46568246568246568,25,0.038966320921525133,5,15020015.498646069,10933982.550900696,1058.2154802432051,7.0453687636913188e-05,0.1574559754606768,64728,64728,64728,64728,129456,129456,1726080,302064,6.5195545195545197,0.0096946078769661881,0.00043350038076898678,1.858017162947899e-08,293.01662711445334,1029.5117943628638,99999.945143269666,100000.03785847084,-0.088963859746677157,0.088963844359642344,-0.20845047581270129,0.20845041442421997,0.99994374592010371,0.20998699132718665,0.36833029616772495,0.9989787755100219,1,0,orfoz176,6269200,105.894026240
40,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,1,C1,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,6275.7385397649159,152.10827419999859,2.4237509774538255,0.66028704599999999,6276.4419503859999,88150,34114,0.38699943278502552,88,0.02951433932888645,5,30080341.52047649,10809078.183140371,1173.4036239418201,3.9008986089571254e-05,0.16111343363772898,102342,102342,102342,102342,204684,204684,2729120,477596,5.4179920589903574,0.014630747801263722,0.0004407612331748069,1.3679654058025662e-08,293.0075977197331,1031.0253685987559,99999.968429659377,100000.02202856838,-0.091716406914487666,0.091716406655647245,-0.20839267849504808,0.20839267849802592,0.99998132767786263,0.20999563847710537,0.37187532814727303,0.99943961177350371,1,0,orfoz176,6269202,6276.610649856
41,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,2,C2,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3254.0925243729776,94.022754515998116,2.8893694267072232,0.66566004299999992,3254.7851574000001,88150,34114,0.38699943278502552,88,0.02951433932888645,5,30080341.52047649,10809078.183140371,1173.4036239418201,3.9008986089571254e-05,0.16111343363772898,102342,102342,102342,102342,204684,204684,2729120,477596,5.4179920589903574,0.014630747801263722,0.00044076123317480896,1.3679654058025545e-08,293.0075977197331,1031.0253685987559,99999.968429659377,100000.02202856838,-0.091716406914487666,0.091716406655647245,-0.20839267849504808,0.20839267849802592,0.99998132767786263,0.20999563847710537,0.37187532814727303,0.99943961177350371,1,0,orfoz176,6269410,3254.921823232
42,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,4,C4,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1703.244083532991,60.099548734000628,3.5285341258510545,0.66496302399999996,1703.9277041949999,88150,34114,0.38699943278502552,88,0.02951433932888645,5,30080341.52047649,10809078.183140371,1173.4036239418201,3.9008986089571254e-05,0.16111343363772898,102342,102342,102342,102342,204684,204684,2729120,477596,5.4179920589903574,0.014630747801263722,0.00044076123317480912,1.367965405802561e-08,293.0075977197331,1031.0253685987559,99999.968429659377,100000.02202856838,-0.091716406914487666,0.091716406655647245,-0.20839267849504808,0.20839267849802592,0.99998132767786263,0.20999563847710537,0.37187532814727303,0.99943961177350371,1,0,orfoz178,6269432,1704.104858368
43,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,16,C16,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,88150,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,560.91236410900103,50.130780006999942,8.9373640544778787,0.65451345799999994,561.58771784400005,88150,34114,0.38699943278502552,88,0.02951433932888645,5,30080341.52047649,10809078.183140371,1173.4036239418201,3.9008986089571254e-05,0.16111343363772898,102342,102342,102342,102342,204684,204684,2729120,477596,5.4179920589903574,0.014630747801263722,0.00044076123317480934,1.3679654058025588e-08,293.0075977197331,1031.0253685987559,99999.968429659377,100000.02202856838,-0.091716406914487666,0.091716406655647245,-0.20839267849504808,0.20839267849802592,0.99998132767786263,0.20999563847710537,0.37187532814727303,0.99943961177350371,1,0,orfoz178,6269460,561.709126656
44,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,1,C1,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194178,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,53858.486187834336,704.21785075905314,1.3075336880116828,2.327636875,53861.149316452,194178,32156,0.16560063446940437,303,0.031288215899259252,3,105950491.00963886,5268430.2127638608,5732.1351140327752,5.4102015567924958e-05,0.10285176030648326,96468,96468,96468,96468,192936,192936,2572480,450184,2.3184088825716609,0.05466259212581015,0.00357464316379032,3.3814332919081507e-07,293.00467176804307,1036.1861787121923,99999.95683896479,100000.03009562763,-0.089885321815160804,0.089885067321298598,-0.20590803732802848,0.20590805102753049,0.99999091402490214,0.20999781919210261,0.37440136857234185,0.99968938934238705,1,0,orfoz178,6269464,53861.323907840
45,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,2,C2,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194178,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,27203.274616182411,381.54812231099271,1.4025815924529217,2.337762369,27205.799893175001,194178,32156,0.16560063446940437,303,0.031288215899259252,3,105950491.00963886,5268430.2127638608,5732.1351140327752,5.4102015567924958e-05,0.10285176030648326,96468,96468,96468,96468,192936,192936,2572480,450184,2.3184088825716609,0.05466259212581015,0.0035746431637902732,3.3814332919081359e-07,293.00467176804307,1036.1861787121923,99999.95683896479,100000.03009562763,-0.089885321815160804,0.089885067321298598,-0.20590803732802848,0.20590805102753049,0.99999091402490214,0.20999781919210261,0.37440136857234185,0.99968938934238705,1,0,orfoz176,6269474,27205.904669952
