array_index,case_id,study_family,group_dir,physical_case,mesh_name,Nx,Ny,velocity_m_per_s,stiffness_class,A,beta,Ta_K,threads,core_label,solver,cells,level0_Nx,level0_Ny,level1_Nx,level1_Ny,level2_Nx,level2_Ny,mg_pre_sweeps,mg_post_sweeps,mg_coarse_sweeps,mg_omega,final_time_s,time_steps,vFuel_m_per_s,vOx_m_per_s,HfF_J_per_kg,rho_kg_per_m3,mu_Pa_s,cp_J_per_kgK,Pr,Sc,compute_time_s,pressure_time_s,pressure_fraction_pct,output_time_s,total_wall_s,pressure_solves,total_wcycles,avg_wcycles_per_pressure_solve,max_wcycles_per_pressure_solve,mean_pressure_convergence_factor,final_pressure_cycles,final_pressure_rhs_norm,final_pressure_initial_residual,final_pressure_abs_residual,final_pressure_rel_residual,final_pressure_convergence_factor,restrictions,prolongations,fine_pre_sweeps,fine_post_sweeps,level1_pre_sweeps,level1_post_sweeps,coarse_sweeps,equivalent_fine_grid_smoothing_sweeps,equivalent_fine_grid_smoothing_sweeps_per_pressure_solve,mass_residual_max,mass_residual_l2,mass_residual_integral,Tmin_K,Tmax_K,pmin_Pa,pmax_Pa,umin_m_per_s,umax_m_per_s,vmin_m_per_s,vmax_m_per_s,YFmax,YOmax,YPmax,YN2max,run_complete,run_failed,node,job_id,launcher_wall_seconds
46,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,4,C4,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194178,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,13929.199842638081,214.98070589399472,1.5433815891988742,2.3370242659999998,13931.638389084001,194178,32156,0.16560063446940437,303,0.031288215899259252,3,105950491.00963886,5268430.2127638608,5732.1351140327752,5.4102015567924958e-05,0.10285176030648326,96468,96468,96468,96468,192936,192936,2572480,450184,2.3184088825716609,0.05466259212581015,0.0035746431637902931,3.3814332919081301e-07,293.00467176804307,1036.1861787121923,99999.95683896479,100000.03009562763,-0.089885321815160804,0.089885067321298598,-0.20590803732802848,0.20590805102753049,0.99999091402490214,0.20999781919210261,0.37440136857234185,0.99968938934238705,1,0,orfoz180,6270084,13932.307277568
47,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,16,C16,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194178,0.20000000000000001,-0.20000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3962.0509220209929,96.712896256999414,2.4409806476608171,2.3373052690000002,3964.4474959170002,194178,32156,0.16560063446940437,303,0.031288215899259252,3,105950491.00963886,5268430.2127638608,5732.1351140327752,5.4102015567924958e-05,0.10285176030648326,96468,96468,96468,96468,192936,192936,2572480,450184,2.3184088825716609,0.05466259212581015,0.0035746431637903061,3.3814332919081147e-07,293.00467176804307,1036.1861787121923,99999.95683896479,100000.03009562763,-0.089885321815160804,0.089885067321298598,-0.20590803732802848,0.20590805102753049,0.99999091402490214,0.20999781919210261,0.37440136857234185,0.99968938934238705,1,0,orfoz180,6270348,3964.658318336
48,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M1_108x36__C1,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M1_108x36,108,36,0.1,low,10000000,5,1000,1,C1,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,83.917690286999942,3.3125742239999787,3.9474087199861176,0.06821426600000001,83.988195863000001,20033,10200,0.50915988618779018,8,0.088397540000837632,3,377872.03174547519,28955.766399610031,22.697688431821007,6.0067129940724433e-05,0.09220380749019301,30600,30600,30600,30600,61200,61200,816000,142800,7.1282384066290616,0.002046449324232924,0.0001299637302655945,5.2273589505952229e-11,293.37417528306071,1073.7654705242978,99999.995273107008,100000.00503466239,-0.03170474914863862,0.031704749172715388,-0.091588655126538646,0.091588655124523813,0.99909755646059406,0.20977344678616713,0.3815747433805694,0.99590625248379161,1,0,orfoz176,6270365,84.143634688
49,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M1_108x36__C2,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M1_108x36,108,36,0.1,low,10000000,5,1000,2,C2,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,48.695376601000021,4.267369955999996,8.7633986096174077,0.068586148,48.765565043000002,20033,10200,0.50915988618779018,8,0.088397540000837632,3,377872.03174547519,28955.766399610031,22.697688431821007,6.0067129940724433e-05,0.09220380749019301,30600,30600,30600,30600,61200,61200,816000,142800,7.1282384066290616,0.002046449324232924,0.00012996373026559482,5.2273589505952306e-11,293.37417528306071,1073.7654705242978,99999.995273107008,100000.00503466239,-0.03170474914863862,0.031704749172715388,-0.091588655126538646,0.091588655124523813,0.99909755646059406,0.20977344678616713,0.3815747433805694,0.99590625248379161,1,0,orfoz176,6270366,48.837666816
50,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M1_108x36__C4,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M1_108x36,108,36,0.1,low,10000000,5,1000,4,C4,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,31.360969660000045,5.063433842999995,16.145654607925756,0.069005549999999999,31.432022702000001,20033,10200,0.50915988618779018,8,0.088397540000837632,3,377872.03174547519,28955.766399610031,22.697688431821007,6.0067129940724433e-05,0.09220380749019301,30600,30600,30600,30600,61200,61200,816000,142800,7.1282384066290616,0.002046449324232924,0.00012996373026559488,5.2273589505952106e-11,293.37417528306071,1073.7654705242978,99999.995273107008,100000.00503466239,-0.03170474914863862,0.031704749172715388,-0.091588655126538646,0.091588655124523813,0.99909755646059406,0.20977344678616713,0.3815747433805694,0.99590625248379161,1,0,orfoz176,6270368,31.510769408
51,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M1_108x36__C16,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M1_108x36,108,36,0.1,low,10000000,5,1000,16,C16,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,27.85914907299998,9.8629040750000083,35.402747044269049,0.069082730000000009,27.932289843,20033,10200,0.50915988618779018,8,0.088397540000837632,3,377872.03174547519,28955.766399610031,22.697688431821007,6.0067129940724433e-05,0.09220380749019301,30600,30600,30600,30600,61200,61200,816000,142800,7.1282384066290616,0.002046449324232924,0.00012996373026559474,5.2273589505952222e-11,293.37417528306071,1073.7654705242978,99999.995273107008,100000.00503466239,-0.03170474914863862,0.031704749172715388,-0.091588655126538646,0.091588655124523813,0.99909755646059406,0.20977344678616713,0.3815747433805694,0.99590625248379161,1,0,orfoz208,6270370,28.022959872
52,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M2_216x72__C1,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M2_216x72,216,72,0.1,low,10000000,5,1000,1,C1,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,412.0175164660015,12.204582450999949,2.9621513560108643,0.16613028099999999,412.18814860999998,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233972,1.0478815422798174e-09,293.15671139623788,1074.9007381745359,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065562,0.20991255096409867,0.38120898339915765,0.99796729099826109,1,0,orfoz176,6270371,412.276543488
53,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M2_216x72__C2,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M2_216x72,216,72,0.1,low,10000000,5,1000,2,C2,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,219.65610464700106,9.2599167070000252,4.2156427757294521,0.16814553600000001,219.82784176800001,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233905,1.0478815422798195e-09,293.15671139623788,1074.9007381745359,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065562,0.20991255096409867,0.38120898339915765,0.99796729099826109,1,0,orfoz176,6270375,219.914840064
54,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M2_216x72__C4,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M2_216x72,216,72,0.1,low,10000000,5,1000,4,C4,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,122.43593533500027,8.1294603119999564,6.6397665765011888,0.16744199000000001,122.60687653399999,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233924,1.0478815422798197e-09,293.15671139623788,1074.9007381745359,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065562,0.20991255096409867,0.38120898339915765,0.99796729099826109,1,0,orfoz176,6270379,122.694565376
55,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M2_216x72__C16,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M2_216x72,216,72,0.1,low,10000000,5,1000,16,C16,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,58.705893062000222,12.39602830099988,21.11547521797895,0.16681425799999999,58.877198741000001,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233951,1.0478815422798187e-09,293.15671139623788,1074.9007381745359,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065562,0.20991255096409867,0.38120898339915765,0.99796729099826109,1,0,orfoz176,6270380,58.985531136
56,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M3_432x144__C1,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M3_432x144,432,144,0.1,low,10000000,5,1000,1,C1,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,3487.958682264968,54.828512887000365,1.5719369947179676,0.58412956999999999,3488.5705059080001,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416997,7.881180802732253e-09,293.07746797380213,1085.1425467922234,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715156,0.20996141775701518,0.38641564674633028,0.99892779718054803,1,0,orfoz176,6270381,3488.720314368
57,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M3_432x144__C2,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M3_432x144,432,144,0.1,low,10000000,5,1000,2,C2,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,1801.3801083850256,33.036465273000012,1.8339530407392965,0.60355207300000002,1802.0007858209999,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416835,7.8811808027322166e-09,293.07746797380213,1085.1425467922234,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715156,0.20996141775701518,0.38641564674633028,0.99892779718054803,1,0,orfoz180,6270385,1802.143902208
58,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M3_432x144__C4,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M3_432x144,432,144,0.1,low,10000000,5,1000,4,C4,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,937.26850330700529,20.865559918000137,2.2262094420520131,0.585892937,937.86684271299998,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416862,7.8811808027321752e-09,293.07746797380213,1085.1425467922234,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715156,0.20996141775701518,0.38641564674633028,0.99892779718054803,1,0,orfoz180,6270434,937.987899392
59,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M3_432x144__C16,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M3_432x144,432,144,0.1,low,10000000,5,1000,16,C16,MG2W_3LEVEL,62208,432,144,216,72,108,36,3,3,40,1,2,48573,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,302.96417177300123,17.171208846000056,5.6677358070134272,0.59335634900000001,303.56926480800001,48573,10781,0.22195458382228811,88,0.046082404244953648,5,9618040.0691394918,3322580.3874988668,276.4979419115698,2.8747846746734084e-05,0.15277183008677539,32343,32343,32343,32343,64686,64686,862480,150934,3.1073641735120336,0.006274669087230289,0.00019933837883416894,7.8811808027321785e-09,293.07746797380213,1085.1425467922234,99999.988473425867,100000.00890503523,-0.027466060016992824,0.027469250776866436,-0.10292600788410462,0.10292632133323637,0.99984740145715156,0.20996141775701518,0.38641564674633028,0.99892779718054803,1,0,orfoz180,6270463,303.714958080
60,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M4_864x288__C1,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M4_864x288,864,288,0.1,low,10000000,5,1000,1,C1,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,54175.467383684452,1430.6506276920968,2.6407720999615285,2.3475427280000001,54178.151384800003,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949184136,4.2996121243720342e-08,293.04119606740875,1082.75719636859,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802839,0.20997910421371732,0.3852692839228144,0.99945536202003027,1,0,orfoz176,6270466,54178.305772032
61,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M4_864x288__C2,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M4_864x288,864,288,0.1,low,10000000,5,1000,2,C2,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,27452.475041806789,776.96068200397622,2.8302026714194599,2.3418045569999997,27454.994202509999,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949182922,4.2996121243719634e-08,293.04119606740875,1082.75719636859,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802839,0.20997910421371732,0.3852692839228144,0.99945536202003027,1,0,orfoz180,6270468,27455.147090688
62,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M4_864x288__C4,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M4_864x288,864,288,0.1,low,10000000,5,1000,4,C4,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,14085.308662957988,442.60721135299968,3.1423323545403217,2.3438733229999995,14087.752331498001,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949182824,4.2996121243719475e-08,293.04119606740875,1082.75719636859,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802839,0.20997910421371732,0.3852692839228144,0.99945536202003027,1,0,orfoz178,6271064,14088.125055744
63,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M4_864x288__C16,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M4_864x288,864,288,0.1,low,10000000,5,1000,16,C16,MG2W_3LEVEL,248832,864,288,432,144,216,72,3,3,40,1,2,194042,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,4056.7815579409726,217.2717451569973,5.3557664383406935,3.1040186350000001,4059.942504615,194042,83686,0.43127776460766226,302,0.03206360204993329,3,56373708.70070105,7343384.8178885505,4992.5505669140257,8.8561683841317673e-05,0.087931010012032768,251058,251058,251058,251058,502116,502116,6694880,1171604,6.0378887045072718,0.041891815995683146,0.00088007652949182813,4.2996121243719475e-08,293.04119606740875,1082.75719636859,99999.980255049406,100000.01540120125,-0.027339541210981005,0.027339287623083013,-0.10169146794564474,0.10169147499573038,0.99991854818802839,0.20997910421371732,0.3852692839228144,0.99945536202003027,1,0,orfoz191,6271383,4060.104504576
64,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M1_108x36__C1,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M1_108x36,108,36,0.1,intermediate,100000000,5,500,1,C1,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,82.848850646000116,3.3023438760000015,3.9859863477290576,0.069382955999999996,82.920166266999999,20033,10200,0.50915988618779018,8,0.088397540000837632,3,377872.03174547519,28955.766399610031,22.697688431821007,6.0067129940724433e-05,0.09220380749019301,30600,30600,30600,30600,61200,61200,816000,142800,7.1282384066290616,0.002046449324232924,0.0001299637302655945,5.2273589505952229e-11,293.37417528315854,1073.7654705401601,99999.995273107008,100000.00503466239,-0.03170474914863862,0.031704749172715388,-0.091588655126538646,0.091588655124523813,0.99909755646059839,0.20977344678616891,0.38157474338067526,0.99590625248373943,1,0,orfoz191,6271647,83.029008384
65,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M1_108x36__C2,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M1_108x36,108,36,0.1,intermediate,100000000,5,500,2,C2,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,47.763241682999926,4.0745698880000125,8.5307649657503219,0.069792047999999995,47.834702057000001,20033,10200,0.50915988618779018,8,0.088397540000837632,3,377872.03174547519,28955.766399610031,22.697688431821007,6.0067129940724433e-05,0.09220380749019301,30600,30600,30600,30600,61200,61200,816000,142800,7.1282384066290616,0.002046449324232924,0.00012996373026559482,5.2273589505952306e-11,293.37417528315854,1073.7654705401601,99999.995273107008,100000.00503466239,-0.03170474914863862,0.031704749172715388,-0.091588655126538646,0.091588655124523813,0.99909755646059839,0.20977344678616891,0.38157474338067526,0.99590625248373943,1,0,orfoz191,6271650,47.979373824
66,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M1_108x36__C4,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M1_108x36,108,36,0.1,intermediate,100000000,5,500,4,C4,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,30.972106943000139,5.0647394600000126,16.352582887954515,0.069686397000000011,31.044104656999998,20033,10200,0.50915988618779018,8,0.088397540000837632,3,377872.03174547519,28955.766399610031,22.697688431821007,6.0067129940724433e-05,0.09220380749019301,30600,30600,30600,30600,61200,61200,816000,142800,7.1282384066290616,0.002046449324232924,0.00012996373026559488,5.2273589505952106e-11,293.37417528315854,1073.7654705401601,99999.995273107008,100000.00503466239,-0.03170474914863862,0.031704749172715388,-0.091588655126538646,0.091588655124523813,0.99909755646059839,0.20977344678616891,0.38157474338067526,0.99590625248373943,1,0,orfoz191,6271651,31.194415360
67,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M1_108x36__C16,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M1_108x36,108,36,0.1,intermediate,100000000,5,500,16,C16,MG2W_3LEVEL,3888,108,36,54,18,27,9,3,3,40,1,2,20033,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,27.339609113000151,9.6719627999999638,35.377107112335729,0.069396825999999995,27.413019034000001,20033,10200,0.50915988618779018,8,0.088397540000837632,3,377872.03174547519,28955.766399610031,22.697688431821007,6.0067129940724433e-05,0.09220380749019301,30600,30600,30600,30600,61200,61200,816000,142800,7.1282384066290616,0.002046449324232924,0.00012996373026559474,5.2273589505952229e-11,293.37417528315854,1073.7654705401601,99999.995273107008,100000.00503466239,-0.03170474914863862,0.031704749172715388,-0.091588655126538646,0.091588655124523813,0.99909755646059839,0.20977344678616891,0.38157474338067526,0.99590625248373943,1,0,orfoz191,6271654,27.560691200
68,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M2_216x72__C1,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M2_216x72,216,72,0.1,intermediate,100000000,5,500,1,C1,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,399.43389669400176,12.215161526000042,3.0581184088534759,0.16988609000000002,399.608203119,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233972,1.0478815422798174e-09,293.15671139631127,1074.9007381993047,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065573,0.20991255096409797,0.38120898339902354,0.99796729099824777,1,0,orfoz191,6271655,399.749330432
69,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M2_216x72__C2,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M2_216x72,216,72,0.1,intermediate,100000000,5,500,2,C2,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,213.17336425000039,9.2047484609999817,4.3179636880924095,0.16984254400000004,213.346892354,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233905,1.0478815422798195e-09,293.15671139631127,1074.9007381993047,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065573,0.20991255096409797,0.38120898339902354,0.99796729099824777,1,0,orfoz191,6271680,213.501052416
70,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M2_216x72__C4,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M2_216x72,216,72,0.1,intermediate,100000000,5,500,4,C4,MG2W_3LEVEL,15552,216,72,108,36,54,18,3,3,40,1,2,22254,0.10000000000000001,-0.10000000000000001,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,119.1069427959992,7.9395049010000154,6.6658623877185965,0.17005597100000003,119.279864413,22254,11023,0.49532668284353376,25,0.031054526273286191,5,2618315.422484172,1406372.0360460882,123.82559819804737,4.7292086023984723e-05,0.15450482357524953,33069,33069,33069,33069,66138,66138,881840,154322,6.9345735598094729,0.0041349033154978176,0.00018274524582233924,1.0478815422798197e-09,293.15671139631127,1074.9007381993047,99999.990271463306,100000.00784462174,-0.028922759928528861,0.028922916621908906,-0.10311632684607436,0.10311633375747871,0.99965373827065573,0.20991255096409797,0.38120898339902354,0.99796729099824777,1,0,orfoz191,6271690,119.463088384
